id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3794:embA	373	8.7034e-232	1.1807e-06	2.6e-05	1	317	-1.3651	1.0	0.99996	1.0	4000	17	0.21997
RVBD3795:embB	362	1.4794e-159	1.1807e-06	2.6e-05	2	267	-1.2984	1.0	0.99996	1.0	4003	34	0.18683
RVBD2984:ppk1	215	3.6731e-146	1.1807e-06	2.6e-05	3	189	-1.7487	1.0	0.99996	1.0	3993	8	0.19465
RVBD2673:aftC	218	8.7906e-109	1.1807e-06	2.6e-05	4	167	-1.1433	1.0	0.99996	1.0	3996	13	0.24768
RVBD3805c:aftB	256	1.4463e-96	1.1807e-06	2.6e-05	5	192	-0.94975	1.0	0.99876	1.0	3967	16	0.25769
RVBD1697:RVBD1697	98	2.3482e-87	1.1807e-06	2.6e-05	6	89	-2.2423	1.0	0.99854	1.0	3963	4	0.24562
RVBD3793:embC	406	1.1876e-86	1.1807e-06	2.6e-05	7	247	-0.82081	0.61292	0.00086778	0.007011	1410	58	0.24223
RVBD1307:atpH	92	2.4533e-82	1.1807e-06	2.6e-05	8	90	-1.6802	1.0	0.99998	1.0	4018	0	0
RVBD3246c:mtrA	57	1.2596e-77	1.1807e-06	2.6e-05	9	53	-3.0535	0.97426	0.4418	0.963565	3205	3	0.22695
RVBD1837c:glcB	230	3.0715e-75	1.1807e-06	2.6e-05	10	163	-0.84671	1.0	0.99864	1.0	3965	10	0.24666
RVBD3245c:mtrB	142	6.3484e-72	1.1807e-06	2.6e-05	11	91	-2.0125	0.99992	0.87152	1.0	3882	20	0.26771
RVBD1308:atpA	74	4.3504e-63	1.1807e-06	2.6e-05	12	68	-1.9112	1.0	0.99997	1.0	3980	2	0.16504
RVBD3846:sodA	66	6.5346e-61	1.1807e-06	2.6e-05	13	62	-1.1302	1.0	0.99998	1.0	3982	1	0.25165
RVBD3778c:RVBD3778c	111	1.3928e-60	1.1807e-06	2.6e-05	14	100	-0.76566	1.0	0.99996	1.0	3997	3	0.18659
RVBD0676c:mmpL5	32	6.3722e-58	1.1807e-06	2.6e-05	15	32	-4.211	1.0	1.0	1.0	4017	0	0
RVBD1310:atpD	78	1.3499e-55	1.1807e-06	2.6e-05	16	73	-1.7243	1.0	0.99998	1.0	4013	0	0
RVBD1304:atpB	52	6.8573e-52	1.1807e-06	2.6e-05	17	51	-1.853	1.0	0.99998	1.0	4014	0	0
RVBD1481:RVBD1481	123	5.4486e-51	1.1807e-06	2.6e-05	18	95	-0.69601	1.0	0.99995	1.0	3988	8	0.16782
RVBD1477:ripA	115	3.225e-50	1.1807e-06	2.6e-05	19	87	-1.537	0.99999	0.97508	1.0	3926	6	0.23349
RVBD0511:hemD	115	3.3713e-50	1.1807e-06	2.6e-05	20	93	-0.84264	0.98873	0.21164	0.674317	3451	6	0.28174
RVBD1822:pgsA2	109	1.1332e-49	1.1807e-06	2.6e-05	21	90	-0.55916	0.99923	0.65853	1.0	3810	5	0.26416
RVBD3791:dprE2	65	3.785e-41	1.1807e-06	2.6e-05	22	49	-1.481	1.0	0.99814	1.0	3942	3	0.1765
RVBD2925c:rnc	68	4.7214e-38	1.1807e-06	2.6e-05	23	46	-1.4874	0.99991	0.96142	1.0	3880	6	0.22182
RVBD1309:atpG	44	5.8054e-38	1.1807e-06	2.6e-05	24	41	-1.7361	1.0	1.0	1.0	4010	0	0
RVBD3035:RVBD3035	71	5.2369e-37	1.1807e-06	2.6e-05	25	57	-0.95386	0.15953	3.4239e-05	0.000332	641	4	0.35186
RVBD3645:RVBD3645	164	5.2384e-37	1.1807e-06	2.6e-05	26	108	-0.62738	1.0	0.99996	1.0	4016	9	0.19262
RVBD1306:atpF	35	4.2005e-35	1.1807e-06	2.6e-05	27	33	-1.8647	1.0	1.0	1.0	4015	0	0
RVBD3790:dprE1	107	6.8441e-34	1.1807e-06	2.6e-05	28	69	-1.4779	0.99996	0.91747	1.0	3898	7	0.26017
RVBD2174:mptA	190	1.2146e-32	1.1807e-06	2.6e-05	29	98	-0.87917	0.88798	0.016873	0.100924	2433	29	0.23896
RVBD1479:moxR1	146	1.6366e-32	1.1807e-06	2.6e-05	30	98	-0.6417	0.99993	0.87879	1.0	3889	10	0.25772
