id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3795:embB	362	0.0	1.1807e-06	5.4e-05	1	347	-1.9289	0.98483	0.9947	1.0	3830	5	0.45957
RVBD3794:embA	373	0.0	1.1807e-06	5.4e-05	2	366	-2.0464	0.99998	0.99999	1.0	3992	3	0.23452
RVBD3793:embC	406	4.567e-145	1.1807e-06	5.4e-05	3	323	-0.44619	1.0	1.0	1.0	4017	5	0.2268
RVBD2673:aftC	218	2.8825e-105	1.1807e-06	5.4e-05	4	189	-0.48	1.0	1.0	1.0	4008	1	0.3547
RVBD2587c:secD	161	2.1204e-103	1.1807e-06	5.4e-05	5	140	-0.64052	1.0	1.0	1.0	4018	0	0
RVBD0364:RVBD0364	90	7.2832e-59	1.1807e-06	5.4e-05	6	74	-0.9889	1.0	1.0	1.0	4003	3	0.16016
RVBD2586c:secF	95	1.1381e-52	1.1807e-06	5.4e-05	7	83	-0.6629	1.0	1.0	1.0	4010	2	0.12973
RVBD0014c:pknB	123	8.6698e-41	1.1807e-06	5.4e-05	8	84	-0.64853	0.2221	0.17865	0.611332	1472	13	0.19178
RVBD3246c:mtrA	57	5.8642e-33	1.1807e-06	5.4e-05	9	40	-0.67462	0.80705	0.88424	1.0	3146	6	0.26641
RVBD1476:RVBD1476	77	2.7379e-30	1.1807e-06	5.4e-05	10	64	-0.42517	1.0	1.0	1.0	4016	0	0
RVBD3910:RVBD3910	390	6.6009e-29	1.1807e-06	5.4e-05	11	188	-0.34931	0.99289	0.99798	1.0	3892	30	0.18931
RVBD3240c:secA1	90	3.0146e-26	1.1807e-06	5.4e-05	12	59	-0.57188	0.99118	0.99728	1.0	3877	7	0.15719
RVBD0020c:fhaA	85	6.4627e-26	1.1807e-06	5.4e-05	13	56	-0.69256	1.0	1.0	1.0	4002	1	0.14061
RVBD0015c:pknA	75	1.9988e-25	1.1807e-06	5.4e-05	14	41	-1.0203	1.5898e-06	1.1807e-06	5.1e-05	81	23	0.27473
RVBD2846c:efpA	79	9.3598e-25	1.1807e-06	5.4e-05	15	59	-0.40834	0.99981	0.99995	1.0	3973	1	0.51135
RVBD2925c:rnc	68	8.4856e-24	1.1807e-06	5.4e-05	16	47	-0.50221	0.99997	0.99999	1.0	3991	2	0.19003
RVBD1697:RVBD1697	98	8.9064e-24	1.1807e-06	5.4e-05	17	58	-0.73322	0.67747	0.74639	1.0	2804	13	0.34565
RVBD0479c:RVBD0479c	100	2.0326e-21	1.1807e-06	5.4e-05	18	58	-0.51797	0.91303	0.95408	1.0	3532	9	0.20626
RVBD2582:ppiB	67	2.0344e-21	1.1807e-06	5.4e-05	19	48	-0.25851	1.0	1.0	1.0	4007	0	0
RVBD0410c:pknG	19	6.4081e-21	1.1807e-06	5.4e-05	20	19	-0.69906	1.0	1.0	1.0	4015	0	0
RVBD1708:RVBD1708	89	1.2437e-20	1.1807e-06	5.4e-05	21	61	-0.42469	0.99895	0.99972	1.0	3946	2	0.30703
RVBD2881c:cdsA	140	7.5883e-20	1.1807e-06	5.4e-05	22	83	-0.32446	1.0	1.0	1.0	3999	2	0.33169
RVBD0732:secY	47	3.5154e-18	1.1807e-06	5.4e-05	23	32	-0.64365	0.079013	0.074789	0.418119	836	3	0.19174
RVBD0429c:def	67	7.9566e-18	1.1807e-06	5.4e-05	24	48	-0.27492	0.99999	0.99999	1.0	3997	1	0.11523
RVBD1822:pgsA2	109	2.6528e-17	1.1807e-06	5.4e-05	25	66	-0.28914	0.99997	0.99999	1.0	3989	6	0.14734
RVBD1565c:RVBD1565c	24	3.8597e-17	1.1807e-06	5.4e-05	26	20	-0.8926	0.99995	0.99995	1.0	3986	0	0
RVBD1477:ripA	115	4.4719e-17	1.1807e-06	5.4e-05	27	48	-0.60169	0.45713	0.49801	0.928171	2218	18	0.22164
RVBD3278c:RVBD3278c	58	1.033e-16	1.1807e-06	5.4e-05	28	41	-0.29118	0.57878	0.67555	1.0	2536	3	0.16206
RVBD0236c:aftD	450	6.4593e-16	1.1807e-06	5.4e-05	29	177	-0.35449	0.99948	0.99985	1.0	3961	38	0.20638
RVBD0206c:mmpL3	137	6.8585e-15	1.1807e-06	5.4e-05	30	69	-0.50935	0.86659	0.92059	1.0	3352	20	0.20608
RVBD3909:RVBD3909	185	2.8259e-14	1.1807e-06	5.4e-05	31	89	-0.32115	1.0	1.0	1.0	4001	13	0.18151
RVBD0384c:clpB	162	4.9363e-14	1.1807e-06	5.4e-05	32	82	-0.29016	0.99842	0.99962	1.0	3940	7	0.23207
RVBD3802c:RVBD3802c	89	8.025e-14	1.1807e-06	5.4e-05	33	50	-0.31931	0.95561	0.98108	1.0	3704	5	0.17125
RVBD1159:pimE	13	1.0687e-13	1.1807e-06	5.4e-05	34	12	-0.564	0.99995	0.99998	1.0	3985	0	0
RVBD1640c:lysX	29	1.4385e-13	1.1807e-06	5.4e-05	35	25	-0.33806	1.0	1.0	1.0	4014	0	0
