id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3794:embA	373	4.4032e-200	1.1807e-06	1.3e-05	1	338	-2.1379	1.0	1.0	1.0	4011	6	0.3088
RVBD3795:embB	362	1.8315e-142	1.1807e-06	1.3e-05	2	309	-2.0278	1.0	1.0	1.0	3927	13	0.25667
RVBD3793:embC	406	1.7103e-124	1.1807e-06	1.3e-05	3	338	-1.4861	1.0	1.0	1.0	3993	13	0.1892
RVBD2984:ppk1	215	3.1766e-121	1.1807e-06	1.3e-05	4	211	-2.1536	1.0	1.0	1.0	3995	1	0.25526
RVBD3805c:aftB	256	3.7141e-107	1.1807e-06	1.3e-05	5	226	-1.7111	1.0	1.0	1.0	3945	6	0.33337
RVBD2673:aftC	218	1.9969e-105	1.1807e-06	1.3e-05	6	192	-1.8017	0.99995	0.99896	1.0	3821	8	0.24196
RVBD1837c:glcB	230	1.9367e-92	1.1807e-06	1.3e-05	7	201	-1.5428	1.0	1.0	1.0	3944	7	0.23647
RVBD3778c:RVBD3778c	111	8.5356e-73	1.1807e-06	1.3e-05	8	110	-1.4737	1.0	1.0	1.0	4010	0	0
RVBD1481:RVBD1481	123	3.6907e-72	1.1807e-06	1.3e-05	9	112	-1.6976	1.0	1.0	1.0	4003	1	0.17066
RVBD3245c:mtrB	142	4.7983e-69	1.1807e-06	1.3e-05	10	105	-2.8574	0.99999	0.9998	1.0	3856	17	0.21061
RVBD1697:RVBD1697	98	3.1087e-65	1.1807e-06	1.3e-05	11	94	-2.8509	1.0	1.0	1.0	3925	1	0.37069
RVBD3645:RVBD3645	164	9.6995e-65	1.1807e-06	1.3e-05	12	152	-1.1756	1.0	1.0	1.0	4006	1	0.18286
RVBD3246c:mtrA	57	2.2595e-64	1.1807e-06	1.3e-05	13	55	-3.366	1.0	1.0	1.0	4009	0	0
RVBD2444c:rne	169	1.0331e-63	1.1807e-06	1.3e-05	14	157	-0.86104	1.0	1.0	1.0	4013	0	0
RVBD1307:atpH	92	4.3091e-62	1.1807e-06	1.3e-05	15	91	-2.1959	1.0	1.0	1.0	4008	0	0
RVBD3846:sodA	66	6.209e-56	1.1807e-06	1.3e-05	16	66	-2.0885	1.0	1.0	1.0	4015	0	0
RVBD1477:ripA	115	8.1347e-56	1.1807e-06	1.3e-05	17	110	-1.865	1.0	1.0	1.0	3954	2	0.30674
RVBD0511:hemD	115	2.6683e-53	1.1807e-06	1.3e-05	18	104	-1.5001	0.99916	0.98692	1.0	3734	3	0.2185
RVBD1479:moxR1	146	5.0244e-53	1.1807e-06	1.3e-05	19	130	-1.17	0.99998	0.99964	1.0	3844	5	0.1905
RVBD1459c:RVBD1459c	203	5.4836e-51	1.1807e-06	1.3e-05	20	170	-0.69615	0.99964	0.9938	1.0	3765	2	0.45242
