id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3794:embA	373	3.9666e-309	1.1807e-06	3.4e-05	1	370	-2.6047	1.0	1.0	1.0	4014	0	0
RVBD3795:embB	362	6.8199e-287	1.1807e-06	3.4e-05	2	357	-2.4969	1.0	1.0	1.0	4011	0	0
RVBD3793:embC	406	1.7941e-213	1.1807e-06	3.4e-05	3	387	-1.0894	1.0	1.0	1.0	3998	5	0.34487
RVBD2673:aftC	218	2.4788e-126	1.1807e-06	3.4e-05	4	209	-1.1914	1.0	1.0	1.0	4018	2	0.29842
RVBD2587c:secD	161	3.3395e-89	1.1807e-06	3.4e-05	5	151	-1.3139	1.0	1.0	1.0	4005	2	0.21394
RVBD0236c:aftD	450	2.5499e-62	1.1807e-06	3.4e-05	6	332	-0.87905	1.0	1.0	1.0	3958	45	0.20784
RVBD2586c:secF	95	6.1125e-48	1.1807e-06	3.4e-05	7	87	-1.3816	1.0	1.0	1.0	3936	2	0.23715
RVBD0014c:pknB	123	1.293e-44	1.1807e-06	3.4e-05	8	99	-1.969	0.97168	0.94693	1.0	3021	16	0.22307
RVBD2881c:cdsA	140	5.0289e-42	1.1807e-06	3.4e-05	9	124	-0.627	0.68422	0.54695	1.0	1481	2	0.51626
RVBD1476:RVBD1476	77	2.2717e-38	1.1807e-06	3.4e-05	10	71	-1.1155	1.0	1.0	1.0	4012	0	0
RVBD2524c:fas	437	3.1367e-38	1.1807e-06	3.4e-05	11	293	-0.52305	0.99928	0.99921	1.0	3771	44	0.23497
RVBD0364:RVBD0364	90	3.458e-36	1.1807e-06	3.4e-05	12	84	-1.3676	1.0	1.0	1.0	3993	1	0.27638
RVBD0384c:clpB	162	1.5591e-35	1.1807e-06	3.4e-05	13	133	-0.62981	1.0	1.0	1.0	3995	3	0.22396
RVBD3910:RVBD3910	390	5.9592e-35	1.1807e-06	3.4e-05	14	261	-0.55201	0.95606	0.91843	1.0	2814	37	0.24786
RVBD0020c:fhaA	85	2.567e-30	1.1807e-06	3.4e-05	15	75	-1.4274	1.0	1.0	1.0	4008	0	0
RVBD0206c:mmpL3	137	5.113e-30	1.1807e-06	3.4e-05	16	105	-1.1742	0.99996	0.99998	1.0	3891	12	0.20268
RVBD0667:rpoB	161	5.0577e-29	1.1807e-06	3.4e-05	17	127	-0.5625	1.0	1.0	1.0	3990	8	0.19448
RVBD3278c:RVBD3278c	58	1.5999e-28	1.1807e-06	3.4e-05	18	54	-0.80458	1.0	1.0	1.0	4009	0	0
RVBD0015c:pknA	75	8.4779e-28	1.1807e-06	3.4e-05	19	60	-1.7456	0.92872	0.89417	1.0	2530	8	0.29126
RVBD1640c:lysX	29	4.0346e-27	1.1807e-06	3.4e-05	20	29	-1.2877	1.0	1.0	1.0	4015	0	0
RVBD3792:aftA	204	1.6998e-26	1.1807e-06	3.4e-05	21	149	-0.41761	1.0	1.0	1.0	3999	4	0.19637
RVBD3791:dprE2	65	2.7068e-26	1.1807e-06	3.4e-05	22	62	-0.56338	0.99992	0.99997	1.0	3876	1	0.3769
RVBD1302:rfe	207	2.3692e-24	1.1807e-06	3.4e-05	23	147	-0.5928	0.99942	0.99935	1.0	3788	16	0.20454
RVBD2201:asnB	173	5.9432e-24	1.1807e-06	3.4e-05	24	115	-1.0787	0.99999	1.0	1.0	3927	20	0.23083
RVBD3246c:mtrA	57	9.2836e-24	1.1807e-06	3.4e-05	25	47	-1.1436	0.98886	0.98886	1.0	3357	3	0.36338
RVBD2925c:rnc	68	1.0388e-23	1.1807e-06	3.4e-05	26	54	-1.1081	0.97056	0.96056	1.0	2994	2	0.29674
RVBD3778c:RVBD3778c	111	1.537e-23	1.1807e-06	3.4e-05	27	91	-0.59503	0.95074	0.90955	1.0	2733	2	0.41176
RVBD1708:RVBD1708	89	2.3824e-23	1.1807e-06	3.4e-05	28	77	-0.76645	0.98841	0.98263	1.0	3345	4	0.26487
RVBD3909:RVBD3909	185	5.8101e-21	1.1807e-06	3.4e-05	29	130	-0.52963	0.99998	0.99999	1.0	3909	12	0.23273
RVBD1565c:RVBD1565c	24	1.4138e-20	1.1807e-06	3.4e-05	30	23	-2.2959	1.0	1.0	1.0	3991	0	0
RVBD3596c:clpC1	60	2.9396e-20	1.1807e-06	3.4e-05	31	53	-0.76086	1.0	1.0	1.0	3933	3	0.36068
RVBD3244c:lpqB	169	4.6168e-20	1.1807e-06	3.4e-05	32	118	-0.71996	1.0	1.0	1.0	3935	14	0.23373
RVBD1697:RVBD1697	98	6.6199e-20	1.1807e-06	3.4e-05	33	65	-1.4847	0.99462	0.99148	1.0	3520	14	0.25362
RVBD0410c:pknG	19	1.2198e-19	1.1807e-06	3.4e-05	34	19	-1.7259	1.0	1.0	1.0	4016	0	0
RVBD1617:pykA	77	4.8316e-19	1.1807e-06	3.4e-05	35	65	-0.63708	0.99964	0.99971	1.0	3821	1	0.31934
RVBD1166:lpqW	150	1.0685e-18	1.1807e-06	3.4e-05	36	108	-0.62722	1.0	1.0	1.0	3944	15	0.21875
RVBD0050:ponA1	15	1.3169e-18	1.1807e-06	3.4e-05	37	15	-1.6173	1.0	1.0	1.0	4017	0	0
RVBD2476c:gdh	41	2.7763e-18	1.1807e-06	3.4e-05	38	38	-0.5881	1.0	1.0	1.0	4004	0	0
RVBD3240c:secA1	90	6.4062e-18	1.1807e-06	3.4e-05	39	62	-1.2331	0.81988	0.7289	1.0	1896	11	0.25715
RVBD2182c:RVBD2182c	76	8.8807e-18	1.1807e-06	3.4e-05	40	62	-0.74233	1.0	1.0	1.0	3951	3	0.20727
RVBD1254:RVBD1254	173	1.0138e-17	1.1807e-06	3.4e-05	41	114	-0.65623	0.90215	0.83534	1.0	2333	26	0.24845
RVBD1248c:RVBD1248c	29	1.3048e-17	1.1807e-06	3.4e-05	42	29	-0.76253	1.0	1.0	1.0	4010	0	0
RVBD0017c:rodA	15	3.6615e-17	1.1807e-06	3.4e-05	43	15	-1.6271	1.0	1.0	1.0	4013	0	0
RVBD0006:gyrA	152	4.3582e-17	1.1807e-06	3.4e-05	44	105	-0.51943	0.99998	1.0	1.0	3917	7	0.22385
RVBD3604c:RVBD3604c	80	7.2039e-17	1.1807e-06	3.4e-05	45	63	-0.60565	0.99987	0.99993	1.0	3859	3	0.24998
RVBD3790:dprE1	107	9.3616e-17	1.1807e-06	3.4e-05	46	80	-0.5913	1.0	1.0	1.0	3984	3	0.23154
RVBD2846c:efpA	79	2.3065e-16	1.1807e-06	3.4e-05	47	64	-0.49667	1.0	1.0	1.0	3975	2	0.28214
RVBD0668:rpoC	127	2.868e-16	1.1807e-06	3.4e-05	48	91	-0.45868	0.99973	0.99976	1.0	3833	13	0.20459
RVBD3635:RVBD3635	224	5.1362e-16	1.1807e-06	3.4e-05	49	125	-0.71506	0.99987	0.99989	1.0	3862	32	0.23024
RVBD0383c:RVBD0383c	35	5.3926e-16	1.1807e-06	3.4e-05	50	32	-1.2807	1.0	1.0	1.0	3967	0	0
RVBD0225:RVBD0225	69	7.0547e-16	1.1807e-06	3.4e-05	51	54	-1.03	0.99855	0.99887	1.0	3709	5	0.1534
RVBD0511:hemD	115	3.2276e-15	1.1807e-06	3.4e-05	52	82	-0.51243	1.0	1.0	1.0	3956	6	0.1947
RVBD2444c:rne	169	4.4754e-15	1.1807e-06	3.4e-05	53	109	-0.39983	1.0	1.0	1.0	3977	5	0.18038
RVBD1159:pimE	13	1.0175e-14	1.1807e-06	3.4e-05	54	13	-1.4005	1.0	1.0	1.0	3989	0	0
RVBD2145c:wag31	62	1.3882e-14	1.1807e-06	3.4e-05	55	49	-0.76724	1.0	1.0	1.0	4002	0	0
RVBD0732:secY	47	1.5033e-14	1.1807e-06	3.4e-05	56	39	-1.1703	0.99876	0.9992	1.0	3725	2	0.31359
