id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD2690c:RVBD2690c	18	2.6602e-10	1.1897e-06	0.002475	1	14	-0.4288	1.0	0.99996	1.0	3985	0	0
RVBD2692:ceoC	6	1.6094e-07	4.7589e-06	0.006601	2	5	-0.35938	0.99995	0.99962	1.0	3978	0	0
RVBD2694c:RVBD2694c	4	2.2841e-07	1.1897e-06	0.002475	3	4	-0.36796	1.0	1.0	1.0	3986	0	0
RVBD0244c:fadE5	16	6.3263e-07	9.3989e-05	0.051155	4	10	-0.24725	0.97885	0.92844	1.0	3629	1	0.28912
RVBD1823:RVBD1823	6	8.7101e-07	1.7846e-05	0.018564	5	5	-0.15071	0.9975	0.98699	1.0	3886	0	0
RVBD2691:ceoB	6	2.6252e-06	6.7815e-05	0.051155	6	5	-0.29433	0.88842	0.72797	1.0	3064	1	0.24034
RVBD3196:RVBD3196	8	3.2765e-06	0.00010351	0.051155	7	5	-0.29207	0.91191	0.77405	1.0	3159	1	0.1174
RVBD2544:lppB	9	4.4233e-06	0.0002201	0.083258	8	7	-0.16599	0.99986	0.99831	1.0	3969	0	0
RVBD2075c:RVBD2075c	6	4.4236e-06	0.00011065	0.051155	9	5	-0.2003	0.99064	0.95927	1.0	3758	0	0
RVBD2369c:RVBD2369c	4	7.7035e-06	8.923e-05	0.051155	10	4	-0.26242	0.99985	0.99918	1.0	3968	0	0
RVBD1911c:lppC	6	7.734e-06	0.00018203	0.075743	11	5	-0.22985	0.99997	0.99983	1.0	3980	0	0
RVBD3696c:glpK	12	1.062e-05	0.00052229	0.127839	12	8	-0.46339	0.99955	0.99356	1.0	3952	0	0
RVBD0805:RVBD0805	6	1.3503e-05	0.00028316	0.088048	13	3	-0.2218	0.98778	0.94847	1.0	3723	0	0
RVBD3490:otsA	147	1.4772e-05	0.023924	0.480663	14	40	-0.34562	0.80053	0.46349	0.859333	2799	20	0.27411
RVBD2902c:rnhB	5	2.0954e-05	0.00029624	0.088048	15	5	-0.13289	0.99998	0.99986	1.0	3981	0	0
RVBD1846c:RVBD1846c	4	2.7231e-05	0.00024152	0.083746	16	3	-0.23141	0.96289	0.89942	1.0	3471	0	0
RVBD0633c:RVBD0633c	7	2.8214e-05	0.00065317	0.148267	17	6	-0.15779	0.99992	0.99902	1.0	3976	0	0
RVBD1013:pks16	20	2.9651e-05	0.0025306	0.243362	18	10	-0.19238	0.99095	0.95985	1.0	3763	2	0.2118
RVBD1507c:RVBD1507c	6	3.0793e-05	0.00051992	0.127839	19	5	-0.15635	0.97622	0.91249	1.0	3604	0	0
RVBD0010c:RVBD0010c	5	3.0825e-05	0.00043187	0.119802	20	5	-0.13663	0.99997	0.99981	1.0	3979	0	0
RVBD0320:RVBD0320	8	3.7829e-05	0.00091491	0.163985	21	3	-0.29263	0.80746	0.69006	0.989776	2818	1	0.26592
RVBD0270:fadD2	14	3.9664e-05	0.0017763	0.229416	22	7	-0.25848	0.89453	0.81241	1.0	3087	1	0.22791
RVBD2271:RVBD2271	7	4.1999e-05	0.00087208	0.163985	23	4	-0.25554	0.96907	0.89184	1.0	3519	0	0
RVBD3847:RVBD3847	8	4.6249e-05	0.0011457	0.190693	24	5	-0.17578	0.60427	0.49353	0.886957	2282	1	0.22152
RVBD1735c:RVBD1735c	5	4.7619e-05	0.00070313	0.148267	25	3	-0.21442	0.98072	0.93542	1.0	3647	0	0
RVBD1741:vapC34	7	4.8106e-05	0.00094584	0.163985	26	5	-0.16733	0.9732	0.89765	1.0	3571	0	0
RVBD0345:RVBD0345	5	4.8926e-05	0.00071265	0.148267	27	4	-0.17843	0.6724	0.50239	0.892087	2443	1	0.16781
RVBD3496c:mce4D	5	7.7009e-05	0.00094584	0.163985	28	4	-0.21707	0.99992	0.9995	1.0	3975	0	0
RVBD3295:RVBD3295	8	9.3588e-05	0.0019595	0.229416	29	3	-0.2118	0.99913	0.99317	1.0	3933	0	0
RVBD3129:RVBD3129	7	0.00010223	0.001605	0.229416	30	4	-0.20449	0.97872	0.91527	1.0	3627	0	0
RVBD2263:RVBD2263	5	0.00011796	0.0012314	0.197068	31	3	-0.23527	0.49756	0.39896	0.800422	2025	2	0.15715
RVBD2807:RVBD2807	9	0.00012106	0.0029755	0.254158	32	4	-0.23869	0.95808	0.85113	1.0	3436	1	0.14411
RVBD1951c:RVBD1951c	6	0.00012962	0.0017977	0.229416	33	5	-0.14331	0.99427	0.97362	1.0	3825	0	0
RVBD2632c:RVBD2632c	4	0.00013013	0.0013051	0.201137	34	4	-0.11567	0.99987	0.99929	1.0	3971	0	0
RVBD2806:RVBD2806	6	0.0001391	0.0019904	0.229416	35	5	-0.18772	0.99998	0.99988	1.0	3982	0	0
RVBD2780:ald	9	0.0001424	0.0033622	0.256796	36	5	-0.22274	0.96448	0.8654	1.0	3485	1	0.10432
RVBD2104c:vapB37	6	0.00014773	0.0020951	0.229416	37	5	-0.14687	0.91962	0.78617	1.0	3202	0	0
RVBD1531:RVBD1531	8	0.00015787	0.0030255	0.254158	38	4	-0.21311	0.081733	0.04933	0.333273	687	2	0.35041
RVBD0468:fadB2	5	0.0001718	0.0016859	0.229416	39	3	-0.237	0.99814	0.99048	1.0	3899	0	0
RVBD2545:vapB18	5	0.00018761	0.0017668	0.229416	40	2	-0.29294	0.40644	0.31665	0.722764	1752	1	0.19142
RVBD1825:RVBD1825	8	0.00019597	0.0033491	0.256796	41	2	-0.18001	0.44723	0.36108	0.765116	1883	2	0.18013
RVBD3337:RVBD3337	6	0.0002023	0.0029137	0.254158	42	3	-0.3233	0.99875	0.99257	1.0	3921	0	0
RVBD0446c:RVBD0446c	5	0.0002098	0.0019	0.229416	43	4	-0.17487	0.75465	0.56453	0.92553	2682	1	0.27271
RVBD2082:RVBD2082	9	0.00021384	0.0044722	0.292384	44	6	-0.14261	0.99566	0.97037	1.0	3849	0	0
RVBD3046c:RVBD3046c	5	0.00022986	0.0020594	0.229416	45	3	-0.24183	0.11944	0.079414	0.394705	841	1	0.77014
RVBD1766:RVBD1766	5	0.00023035	0.0020856	0.229416	46	4	-0.22292	0.99977	0.99859	1.0	3960	0	0
RVBD1140:RVBD1140	7	0.00023533	0.0033943	0.256796	47	5	-0.14906	0.99857	0.99016	1.0	3912	0	0
RVBD1833c:RVBD1833c	12	0.00024212	0.0058404	0.331466	48	7	-0.21372	0.95385	0.87536	1.0	3407	1	0.10469
RVBD2567:RVBD2567	17	0.0002457	0.0093287	0.344476	49	8	-0.16445	0.88646	0.8043	1.0	3054	1	0.3854
RVBD0796:RVBD0796	4	0.00024739	0.0024402	0.243362	50	1	-0.70751	0.0016525	0.0054906	0.126925	138	3	0.38812
RVBD3309c:upp	5	0.00025395	0.0022879	0.243362	51	3	-0.21743	0.9927	0.97152	1.0	3792	0	0
RVBD0300:RVBD0300	4	0.00025989	0.0025211	0.243362	52	4	-0.17031	0.99974	0.99879	1.0	3958	0	0
RVBD1986:RVBD1986	6	0.0002696	0.0037251	0.268778	53	3	-0.31085	0.99169	0.96384	1.0	3772	0	0
RVBD1152:RVBD1152	5	0.00027494	0.002571	0.243362	54	2	-0.39663	0.094277	0.060573	0.361767	749	3	0.14014
RVBD1446c:opcA	5	0.00027536	0.0025734	0.243362	55	4	-0.13364	0.99878	0.99293	1.0	3922	0	0
RVBD1838c:vapC13	8	0.00029185	0.0047554	0.29533	56	5	-0.15406	0.50139	0.42176	0.817618	2039	1	0.25316
RVBD2755c:hsdS.1	5	0.00029233	0.0027162	0.251155	57	4	-0.14743	0.99883	0.99339	1.0	3924	0	0
RVBD1674c:RVBD1674c	6	0.00031244	0.0039559	0.27899	58	4	-0.24384	0.72858	0.57261	0.928311	2616	1	0.17335
RVBD2622:RVBD2622	5	0.00031865	0.0030541	0.254158	59	4	-0.15132	0.86348	0.70251	0.995624	2981	1	0.090938
RVBD3853:menG	5	0.00033031	0.0033015	0.256796	60	4	-0.16722	0.51696	0.41983	0.816672	2078	1	0.18296
RVBD1217c:RVBD1217c	10	0.00033199	0.0069421	0.331466	61	6	-0.18335	0.19346	0.13331	0.458947	1145	1	0.40352
RVBD3889c:espG2	5	0.0003354	0.003342	0.256796	62	3	-0.21566	0.76661	0.57662	0.931045	2712	1	0.09895
RVBD3857Ac:RVBD3857Ac	4	0.00034624	0.002985	0.254158	63	3	-0.3022	0.99863	0.99402	1.0	3917	0	0
RVBD0822c:RVBD0822c	12	0.00035303	0.0083555	0.344476	64	6	-0.25674	0.81566	0.72044	1.0	2845	2	0.18121
RVBD3190A:RVBD3190A	6	0.00035363	0.0042462	0.285612	65	4	-0.1832	0.9999	0.99922	1.0	3973	0	0
