id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3645:RVBD3645	147	2.7932e-99	1.1883e-06	1.9e-05	1	129	-1.5505	0.97831	0.99529	1.0	3581	5	0.24216
RVBD3246c:mtrA	53	8.2529e-60	1.1883e-06	1.9e-05	2	53	-2.6778	1.0	1.0	1.0	3988	0	0
RVBD3805c:aftB	193	1.5558e-58	1.1883e-06	1.9e-05	3	141	-0.72759	0.80381	0.92285	1.0	2846	11	0.38342
RVBD3245c:mtrB	137	1.915e-57	1.1883e-06	1.9e-05	4	99	-1.3622	0.79417	0.91977	1.0	2806	7	0.29227
RVBD3579c:RVBD3579c	82	2.6751e-49	1.1883e-06	1.9e-05	5	74	-1.0866	0.99999	1.0	1.0	3897	1	0.31639
RVBD0676c:mmpL5	31	3.498e-45	1.1883e-06	1.9e-05	6	31	-1.5863	1.0	1.0	1.0	3984	0	0
RVBD1697:RVBD1697	70	3.538e-40	1.1883e-06	1.9e-05	7	49	-1.6959	0.98925	0.99704	1.0	3673	7	0.26897
RVBD2048c:pks12	50	1.1771e-38	1.1883e-06	1.9e-05	8	49	-0.75788	1.0	1.0	1.0	3986	0	0
RVBD3846:sodA	57	6.4057e-37	1.1883e-06	1.9e-05	9	51	-1.5069	0.99855	0.99944	1.0	3801	1	0.33384
RVBD1273c:RVBD1273c	25	7.7541e-35	1.1883e-06	1.9e-05	10	25	-1.2831	1.0	1.0	1.0	3979	0	0
RVBD1611:trpC	46	5.9949e-32	1.1883e-06	1.9e-05	11	42	-1.06	1.0	1.0	1.0	3990	0	0
RVBD0410c:pknG	19	2.043e-30	1.1883e-06	1.9e-05	12	19	-2.6686	1.0	1.0	1.0	3985	0	0
RVBD3273:RVBD3273	22	4.5636e-30	1.1883e-06	1.9e-05	13	22	-1.0148	1.0	1.0	1.0	3987	0	0
RVBD0357c:purA	89	8.4547e-28	1.1883e-06	1.9e-05	14	71	-0.76435	0.99983	0.99997	1.0	3853	8	0.21876
RVBD3410c:guaB3	78	4.237e-26	1.1883e-06	1.9e-05	15	64	-0.74974	1.0	1.0	1.0	3931	2	0.16428
RVBD0126:treS	20	2.3388e-25	1.1883e-06	1.9e-05	16	20	-2.7368	1.0	1.0	1.0	3989	0	0
