id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3795:embB	274	3.3832e-237	1.1897e-06	9.3e-05	1	257	-1.5549	1.0	1.0	1.0	3986	3	0.19831
RVBD3794:embA	270	4.3743e-237	1.1897e-06	9.3e-05	2	262	-1.753	1.0	1.0	1.0	3985	1	0.24716
RVBD3793:embC	280	1.3394e-70	1.1897e-06	9.3e-05	3	210	-0.41911	0.99573	0.98008	1.0	3688	8	0.31643
RVBD2673:aftC	158	4.1398e-62	1.1897e-06	9.3e-05	4	132	-0.63433	1.0	1.0	1.0	3983	4	0.20895
RVBD2587c:secD	144	6.2406e-44	1.1897e-06	9.3e-05	5	114	-0.70712	1.0	1.0	1.0	3980	3	0.18972
RVBD0236c:aftD	340	2.2465e-33	1.1897e-06	9.3e-05	6	184	-0.45313	0.7833	0.42716	1.0	2298	47	0.20268
RVBD0014c:pknB	84	2.4253e-31	1.1897e-06	9.3e-05	7	55	-1.1547	0.13099	0.016717	0.13011	694	15	0.24945
RVBD2586c:secF	78	1.3392e-29	1.1897e-06	9.3e-05	8	66	-0.70625	0.99999	0.99995	1.0	3925	5	0.14605
RVBD0364:RVBD0364	65	2.1122e-29	1.1897e-06	9.3e-05	9	50	-0.69312	1.0	1.0	1.0	3963	2	0.16469
RVBD1640c:lysX	29	2.9956e-25	1.1897e-06	9.3e-05	10	29	-0.68082	1.0	1.0	1.0	3984	0	0
RVBD1476:RVBD1476	57	3.8225e-25	1.1897e-06	9.3e-05	11	48	-0.54159	1.0	1.0	1.0	3976	0	0
RVBD0015c:pknA	56	1.1665e-22	1.1897e-06	9.3e-05	12	39	-0.85269	0.86829	0.73562	1.0	2602	7	0.19955
RVBD3805c:aftB	213	1.4794e-22	1.1897e-06	9.3e-05	13	117	-0.43187	0.89615	0.65676	1.0	2729	23	0.20609
RVBD0020c:fhaA	63	1.0139e-20	1.1897e-06	9.3e-05	14	47	-0.7515	0.99959	0.99922	1.0	3852	3	0.30982
RVBD3278c:RVBD3278c	57	1.3327e-19	1.1897e-06	9.3e-05	15	46	-0.36944	1.0	1.0	1.0	3960	1	0.32162
RVBD2582:ppiB	67	1.2446e-17	1.1897e-06	9.3e-05	16	43	-0.43384	0.99999	0.99999	1.0	3927	4	0.18873
RVBD0206c:mmpL3	104	5.402e-17	1.1897e-06	9.3e-05	17	60	-0.60351	0.93709	0.76353	1.0	2972	13	0.2154
RVBD1565c:RVBD1565c	20	5.2331e-14	1.1897e-06	9.3e-05	18	18	-1.0846	0.99461	0.99074	1.0	3649	1	0.20226
RVBD3044:fecB	13	7.3993e-14	1.1897e-06	9.3e-05	19	13	-0.78924	1.0	1.0	1.0	3982	0	0
RVBD1254:RVBD1254	159	1.5043e-13	1.1897e-06	9.3e-05	20	79	-0.41122	0.99979	0.99919	1.0	3877	14	0.25221
RVBD2245:kasA	37	1.7299e-13	1.1897e-06	9.3e-05	21	29	-0.50825	0.99936	0.99896	1.0	3834	1	0.19548
RVBD0225:RVBD0225	54	2.0247e-13	1.1897e-06	9.3e-05	22	38	-0.62385	0.99999	0.99999	1.0	3935	2	0.16094
RVBD0410c:pknG	18	3.1173e-13	1.1897e-06	9.3e-05	23	17	-0.89687	1.0	1.0	1.0	3978	0	0
RVBD3791:dprE2	47	3.8433e-13	1.1897e-06	9.3e-05	24	35	-0.34062	1.0	1.0	1.0	3973	0	0
RVBD0017c:rodA	14	9.3458e-13	1.1897e-06	9.3e-05	25	13	-0.8964	1.0	1.0	1.0	3965	0	0
RVBD0050:ponA1	13	1.31e-12	1.1897e-06	9.3e-05	26	13	-0.72981	1.0	1.0	1.0	3981	0	0
RVBD3035:RVBD3035	69	5.38e-12	1.1897e-06	9.3e-05	27	40	-0.55907	0.99422	0.98523	1.0	3638	8	0.1762
RVBD0642c:mmaA4	8	2.0967e-11	1.1897e-06	9.3e-05	28	8	-0.87491	1.0	1.0	1.0	3979	0	0
RVBD2247:accD6	55	3.1824e-11	1.1897e-06	9.3e-05	29	35	-0.48076	0.99501	0.99042	1.0	3662	5	0.16789
RVBD1821:secA2	10	4.1764e-11	1.1897e-06	9.3e-05	30	10	-0.66025	1.0	1.0	1.0	3977	0	0
RVBD0732:secY	33	5.1575e-11	1.1897e-06	9.3e-05	31	18	-0.6396	0.99491	0.99247	1.0	3659	3	0.21462
RVBD3635:RVBD3635	215	1.2574e-10	1.1897e-06	9.3e-05	32	88	-0.3975	0.99985	0.99946	1.0	3888	34	0.20963
RVBD1823:RVBD1823	6	1.683e-10	1.1897e-06	9.3e-05	33	6	-0.43311	1.0	1.0	1.0	3975	0	0
RVBD0037c:RVBD0037c	17	2.4948e-10	1.1897e-06	9.3e-05	34	15	-0.44357	1.0	1.0	1.0	3964	0	0
RVBD2925c:rnc	56	3.0544e-10	1.1897e-06	9.3e-05	35	34	-0.51639	0.99938	0.99885	1.0	3836	3	0.23646
RVBD2176:pknL	12	3.369e-10	1.1897e-06	9.3e-05	36	11	-0.49035	1.0	1.0	1.0	3956	0	0
RVBD0383c:RVBD0383c	23	3.7049e-10	1.1897e-06	9.3e-05	37	19	-0.77299	1.0	0.99999	1.0	3947	0	0
RVBD0384c:clpB	152	6.0002e-10	1.1897e-06	9.3e-05	38	72	-0.30033	0.99896	0.99495	1.0	3809	10	0.27484
RVBD0411c:glnH	9	6.4084e-10	1.1897e-06	9.3e-05	39	9	-0.88507	1.0	1.0	1.0	3972	0	0
RVBD1824:RVBD1824	5	8.0274e-10	1.1897e-06	9.3e-05	40	5	-0.5296	1.0	1.0	1.0	3974	0	0
RVBD0511:hemD	102	2.3585e-09	1.1897e-06	9.3e-05	41	53	-0.2636	1.0	1.0	1.0	3957	4	0.29176
RVBD1423:whiA	52	2.9175e-09	1.1897e-06	9.3e-05	42	33	-0.40966	0.99881	0.99774	1.0	3796	4	0.18608
RVBD1159:pimE	13	3.7662e-09	1.1897e-06	9.3e-05	43	13	-0.74285	1.0	1.0	1.0	3971	0	0
RVBD0203:RVBD0203	5	6.478e-09	1.1897e-06	9.3e-05	44	5	-0.88703	1.0	1.0	1.0	3969	0	0
RVBD0224c:RVBD0224c	89	8.2374e-09	1.5467e-05	0.000858	45	38	-0.47235	0.996	0.98408	1.0	3700	12	0.21221
RVBD2847c:cysG	104	8.349e-09	4.1641e-05	0.001947	46	52	-0.35197	0.99981	0.99928	1.0	3881	8	0.21863
RVBD1420:uvrC	16	1.2875e-08	1.1897e-06	9.3e-05	47	14	-0.57131	1.0	1.0	1.0	3953	0	0
RVBD3311:RVBD3311	12	1.2956e-08	1.1897e-06	9.3e-05	48	12	-0.57582	1.0	1.0	1.0	3966	0	0
RVBD0815c:cysA2	10	1.9729e-08	1.1897e-06	9.3e-05	49	10	-0.23364	1.0	1.0	1.0	3968	0	0
