id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD2984:ppk1	215	2.3526e-118	0.020417	0.85698	1	159	-1.4965	1.0	0.833	0.89101	4012	38	0.37752
RVBD3794:embA	373	2.0384e-92	0.020417	0.85698	2	224	-0.80982	0.9985	0.32548	0.378325	3960	77	0.41159
RVBD3795:embB	362	1.7672e-76	0.020417	0.85698	3	205	-0.69913	0.49808	0.0020366	0.005182	2940	97	0.42889
RVBD1307:atpH	92	1.0895e-70	0.014248	0.841445	4	81	-1.3692	1.0	0.97911	1.0	4015	6	0.2626
RVBD3246c:mtrA	57	3.5164e-64	0.0017108	0.287723	5	50	-1.869	0.57396	0.0092339	0.020271	3105	5	0.50959
RVBD0676c:mmpL5	32	3.5424e-58	0.00015112	0.057606	6	32	-3.2766	1.0	0.99961	1.0	4018	0	0
RVBD1697:RVBD1697	98	2.5763e-55	0.018578	0.85698	7	73	-1.4177	0.99997	0.47724	0.535044	4000	15	0.35483
RVBD1310:atpD	78	4.3997e-49	0.0068903	0.555598	8	64	-1.3653	0.99997	0.58764	0.647227	4001	9	0.33226
RVBD1308:atpA	74	6.1994e-49	0.0054251	0.488835	9	59	-1.5826	0.99902	0.36361	0.418277	3967	8	0.29738
RVBD2673:aftC	218	1.2309e-44	0.020417	0.85698	10	122	-0.59797	0.89887	0.076567	0.108318	3705	63	0.46118
RVBD3790:dprE1	107	1.5972e-42	0.020417	0.85698	11	67	-1.3838	0.99996	0.45911	0.516511	3995	31	0.31521
RVBD1304:atpB	52	3.9266e-42	0.0012822	0.256011	12	46	-1.4881	0.8892	0.12562	0.162718	3694	2	0.83741
RVBD3245c:mtrB	142	2.251e-37	0.020417	0.85698	13	71	-1.0355	0.57647	0.002039	0.005182	3110	59	0.48026
RVBD1309:atpG	44	1.796e-34	0.00057616	0.142108	14	38	-1.3526	0.01887	1.1807e-06	1e-05	688	4	0.56249
RVBD3805c:aftB	256	5.3131e-34	0.020417	0.85698	15	119	-0.63991	0.97073	0.22745	0.274683	3843	87	0.3469
RVBD1306:atpF	35	2.3779e-31	0.00020898	0.07302	16	33	-1.4008	0.97614	0.25389	0.303383	3859	1	0.81519
RVBD2925c:rnc	68	2.821e-25	0.0039528	0.43864	17	43	-1.0194	0.44567	0.0015101	0.004109	2808	18	0.37378
