id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3794:embA	270	3.6479e-115	1.1897e-06	1.3e-05	1	225	-1.9274	1.0	1.0	1.0	3967	10	0.17414
RVBD2984:ppk1	170	3.4845e-85	1.1897e-06	1.3e-05	2	150	-1.9896	1.0	1.0	1.0	3958	7	0.15169
RVBD3795:embB	274	1.2406e-77	1.1897e-06	1.3e-05	3	202	-1.6601	1.0	1.0	1.0	3894	20	0.19628
RVBD3805c:aftB	213	4.0031e-74	1.1897e-06	1.3e-05	4	176	-1.3902	1.0	1.0	1.0	3870	6	0.28555
RVBD2444c:rne	161	2.534e-70	1.1897e-06	1.3e-05	5	153	-0.81923	1.0	1.0	1.0	3981	1	0.24476
RVBD1837c:glcB	199	1.6003e-65	1.1897e-06	1.3e-05	6	166	-1.231	0.99993	0.99998	1.0	3826	5	0.2233
RVBD3245c:mtrB	135	1.0501e-61	1.1897e-06	1.3e-05	7	100	-2.5094	0.98235	0.98208	1.0	3353	10	0.23364
RVBD1481:RVBD1481	118	1.0892e-60	1.1897e-06	1.3e-05	8	110	-1.6222	1.0	1.0	1.0	3878	3	0.1371
RVBD1477:ripA	101	1.9875e-59	1.1897e-06	1.3e-05	9	95	-1.7733	0.99891	0.99939	1.0	3737	2	0.29383
RVBD1307:atpH	64	2.4293e-55	1.1897e-06	1.3e-05	10	62	-2.1771	1.0	1.0	1.0	3953	0	0
RVBD1697:RVBD1697	70	1.3121e-52	1.1897e-06	1.3e-05	11	68	-2.449	0.99346	0.99622	1.0	3560	1	0.27507
RVBD0511:hemD	102	2.3515e-49	1.1897e-06	1.3e-05	12	88	-1.5059	0.82793	0.78119	1.0	2231	2	0.3233
RVBD3246c:mtrA	54	1.1408e-48	1.1897e-06	1.3e-05	13	54	-2.5816	1.0	1.0	1.0	3986	0	0
RVBD0676c:mmpL5	31	8.5869e-45	1.1897e-06	1.3e-05	14	31	-3.6956	1.0	1.0	1.0	3983	0	0
RVBD3035:RVBD3035	69	1.966e-43	1.1897e-06	1.3e-05	15	65	-1.8467	1.0	1.0	1.0	3974	0	0
RVBD2673:aftC	158	3.3102e-42	1.1897e-06	1.3e-05	16	129	-1.3322	0.99997	0.99999	1.0	3845	8	0.21352
RVBD3793:embC	280	4.3936e-41	1.1897e-06	1.3e-05	17	198	-1.0212	1.0	1.0	1.0	3937	23	0.20097
RVBD0015c:pknA	56	2.1918e-38	1.1897e-06	1.3e-05	18	50	-1.5336	1.0	1.0	1.0	3869	1	0.29342
RVBD2400c:subI	99	3.3286e-37	1.1897e-06	1.3e-05	19	82	-1.1338	1.0	1.0	1.0	3932	2	0.18493
RVBD3846:sodA	60	1.2273e-36	1.1897e-06	1.3e-05	20	59	-1.5464	1.0	1.0	1.0	3984	0	0
RVBD2174:mptA	173	7.5427e-36	1.1897e-06	1.3e-05	21	122	-1.5094	0.9993	0.99962	1.0	3753	15	0.22871
RVBD3645:RVBD3645	129	1.0161e-35	1.1897e-06	1.3e-05	22	109	-0.90062	1.0	1.0	1.0	3881	2	0.2604
RVBD1459c:RVBD1459c	172	1.2446e-35	1.1897e-06	1.3e-05	23	133	-0.65293	1.0	1.0	1.0	3936	5	0.32856
RVBD1310:atpD	55	1.1466e-33	1.1897e-06	1.3e-05	24	51	-2.4126	1.0	1.0	1.0	3919	0	0
RVBD1479:moxR1	102	6.2134e-32	1.1897e-06	1.3e-05	25	83	-1.0742	0.99498	0.99607	1.0	3602	7	0.13962
RVBD1304:atpB	42	1.6873e-31	1.1897e-06	1.3e-05	26	40	-2.451	0.94733	0.96133	1.0	2988	1	0.47636
RVBD3410c:guaB3	83	4.1232e-31	1.1897e-06	1.3e-05	27	69	-1.4073	1.0	1.0	1.0	3879	2	0.22841
RVBD0058:dnaB	93	3.9657e-29	1.1897e-06	1.3e-05	28	76	-1.0543	0.99837	0.99897	1.0	3709	6	0.23625
RVBD1308:atpA	50	7.5375e-29	1.1897e-06	1.3e-05	29	47	-2.2963	1.0	1.0	1.0	3922	0	0
RVBD0467:icl1	81	3.3269e-28	1.1897e-06	1.3e-05	30	69	-0.60739	1.0	1.0	1.0	3914	3	0.13208
RVBD3791:dprE2	47	6.6945e-28	1.1897e-06	1.3e-05	31	41	-1.8268	0.96002	0.9704	1.0	3106	1	0.28901
RVBD1539:lspA	63	3.1554e-27	1.1897e-06	1.3e-05	32	55	-1.3194	0.99939	0.9998	1.0	3761	4	0.18236
RVBD1306:atpF	30	2.3063e-24	1.1897e-06	1.3e-05	33	28	-2.4721	1.0	1.0	1.0	3946	0	0
RVBD3779:RVBD3779	31	3.6501e-24	1.1897e-06	1.3e-05	34	31	-0.88626	1.0	1.0	1.0	3985	0	0
RVBD3778c:RVBD3778c	49	8.9275e-24	1.1897e-06	1.3e-05	35	47	-1.1884	1.0	1.0	1.0	3934	0	0
RVBD3604c:RVBD3604c	71	1.105e-23	1.1897e-06	1.3e-05	36	62	-0.91322	0.99989	0.99996	1.0	3815	1	0.25152
RVBD0206c:mmpL3	104	1.1776e-23	1.1897e-06	1.3e-05	37	85	-1.0299	0.9984	0.99899	1.0	3713	7	0.30201
RVBD2682c:dxs1	53	3.4985e-22	1.1897e-06	1.3e-05	38	45	-1.2526	1.0	1.0	1.0	3885	1	0.32763
RVBD3006:lppZ	125	1.1238e-21	1.1897e-06	1.3e-05	39	82	-0.62847	0.99945	0.99972	1.0	3763	11	0.17512
RVBD2398c:cysW	96	1.1749e-21	1.1897e-06	1.3e-05	40	71	-1.2085	0.9984	0.99909	1.0	3712	7	0.23293
RVBD0236c:aftD	340	1.4922e-21	1.1897e-06	1.3e-05	41	210	-0.55182	0.95632	0.94955	1.0	3066	39	0.25254
RVBD0002:dnaN	94	2.1937e-21	1.1897e-06	1.3e-05	42	75	-0.83887	1.0	1.0	1.0	3904	5	0.14686
RVBD3682:ponA2	15	2.5462e-21	1.1897e-06	1.3e-05	43	15	-2.0052	1.0	1.0	1.0	3945	0	0
RVBD3823c:mmpL8	32	1.4471e-20	1.1897e-06	1.3e-05	44	30	-1.0556	0.99789	0.99841	1.0	3682	2	0.1704
RVBD2870c:dxr	86	7.0761e-20	1.1897e-06	1.3e-05	45	68	-0.99255	0.31348	0.25264	1.0	908	4	0.22454
RVBD2476c:gdh	41	1.3105e-19	1.1897e-06	1.3e-05	46	40	-0.70604	1.0	1.0	1.0	3978	0	0
RVBD0006:gyrA	118	1.4694e-19	1.1897e-06	1.3e-05	47	89	-0.5326	0.99737	0.99825	1.0	3663	9	0.15555
RVBD1309:atpG	26	1.8204e-19	1.1897e-06	1.3e-05	48	24	-2.0991	0.93701	0.95462	1.0	2900	1	0.58112
RVBD3627c:RVBD3627c	82	3.6934e-19	1.1897e-06	1.3e-05	49	67	-0.62519	0.99984	0.99993	1.0	3800	4	0.3157
RVBD2524c:fas	328	5.6046e-19	1.1897e-06	1.3e-05	50	200	-0.40009	1.0	1.0	1.0	3980	14	0.18504
RVBD1822:pgsA2	83	7.0472e-19	1.1897e-06	1.3e-05	51	63	-0.67242	0.31156	0.24162	1.0	902	10	0.28643
RVBD3644c:RVBD3644c	90	7.3838e-19	1.1897e-06	1.3e-05	52	69	-0.642	1.0	1.0	1.0	3963	1	0.14243
RVBD0357c:purA	94	1.118e-18	1.1897e-06	1.3e-05	53	71	-0.77666	1.0	1.0	1.0	3929	3	0.12561
RVBD2711:ideR	55	1.9267e-18	1.1897e-06	1.3e-05	54	47	-0.74076	0.98516	0.99063	1.0	3399	3	0.14456
RVBD0677c:mmpS5	7	2.5819e-18	1.1897e-06	1.3e-05	55	7	-4.0805	1.0	1.0	1.0	3982	0	0
RVBD2587c:secD	144	1.1665e-17	1.1897e-06	1.3e-05	56	91	-0.90215	0.97299	0.96897	1.0	3242	19	0.24298
RVBD2881c:cdsA	111	1.5653e-17	1.1897e-06	1.3e-05	57	85	-0.4657	0.96343	0.96015	1.0	3142	2	0.45222
RVBD2847c:cysG	104	2.8216e-17	1.1897e-06	1.3e-05	58	46	-1.3648	0.738	0.67581	1.0	1865	22	0.21467
RVBD2051c:ppm1	218	3.8174e-17	1.1897e-06	1.3e-05	59	140	-0.50748	1.0	1.0	1.0	3905	19	0.20706
