id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD1484:inhA	35	1.3855e-57	1.1897e-06	5.4e-05	1	32	-2.428	0.99999	1.0	1.0	3976	0	0
RVBD2984:ppk1	170	7.0951e-40	1.1897e-06	5.4e-05	2	101	-0.58764	0.64904	0.99537	1.0	2504	14	0.21511
RVBD2428:ahpC	12	1.0023e-21	1.1897e-06	5.4e-05	3	10	-0.79875	0.98342	0.99616	1.0	3799	0	0
RVBD0667:rpoB	124	1.2546e-20	1.1897e-06	5.4e-05	4	76	-0.45238	0.88955	0.99971	1.0	3363	14	0.16202
RVBD0384c:clpB	152	1.501e-19	1.1897e-06	5.4e-05	5	98	-0.36551	0.89993	0.99975	1.0	3403	8	0.17798
RVBD3846:sodA	60	6.4684e-19	1.1897e-06	5.4e-05	6	40	-0.56093	0.43801	0.9537	1.0	1878	6	0.22527
RVBD3849:espR	5	1.3832e-18	1.1897e-06	5.4e-05	7	5	-2.7247	1.0	1.0	1.0	3986	0	0
RVBD2703:sigA	23	7.8192e-17	1.1897e-06	5.4e-05	8	19	-0.84182	0.015843	0.16934	1.0	232	1	0.91097
RVBD1310:atpD	55	2.0572e-16	1.1897e-06	5.4e-05	9	42	-0.42157	0.69631	0.98832	1.0	2670	4	0.2725
RVBD1483:fabG1	15	1.6536e-15	1.1897e-06	5.4e-05	10	12	-2.1744	0.32527	0.7114	1.0	1534	2	0.22552
RVBD1380:pyrB	84	2.3121e-15	1.1897e-06	5.4e-05	11	44	-0.45439	0.55217	0.98729	1.0	2210	3	0.27277
RVBD2883c:pyrH	60	2.3887e-15	1.1897e-06	5.4e-05	12	44	-0.47409	0.50368	0.96584	1.0	2062	2	0.20149
RVBD1825:RVBD1825	8	2.9042e-15	1.1897e-06	5.4e-05	13	8	-0.36288	1.0	1.0	1.0	3985	0	0
RVBD2987c:leuD	69	5.6873e-13	1.1897e-06	5.4e-05	14	47	-0.33086	0.99314	0.99998	1.0	3884	1	0.17157
RVBD0668:rpoC	97	1.9306e-12	1.1897e-06	5.4e-05	15	55	-0.4004	0.34437	0.96077	1.0	1594	9	0.20603
RVBD3646c:topA	111	2.7535e-12	1.1897e-06	5.4e-05	16	64	-0.36479	0.95106	0.99994	1.0	3632	7	0.20035
RVBD1308:atpA	50	2.5705e-11	1.1897e-06	5.4e-05	17	36	-0.42301	0.90115	0.99808	1.0	3410	2	0.2649
RVBD2690c:RVBD2690c	18	2.9122e-11	1.1897e-06	5.4e-05	18	16	-0.63531	0.99996	1.0	1.0	3970	0	0
RVBD2507:RVBD2507	7	8.9729e-10	1.1897e-06	5.4e-05	19	7	-0.8947	0.99992	1.0	1.0	3966	0	0
RVBD3035:RVBD3035	69	9.5336e-10	1.1897e-06	5.4e-05	20	36	-0.45442	0.5922	0.98492	1.0	2324	4	0.18597
RVBD1823:RVBD1823	6	1.8721e-09	1.1897e-06	5.4e-05	21	6	-0.31176	1.0	1.0	1.0	3980	0	0
RVBD3583c:RVBD3583c	7	1.9811e-09	1.1897e-06	5.4e-05	22	5	-0.80674	0.90419	0.95964	1.0	3426	0	0
RVBD3150:nuoF	22	2.4024e-09	1.1897e-06	5.4e-05	23	17	-0.30423	0.71008	0.94845	1.0	2723	1	0.29052
RVBD2245:kasA	37	2.4772e-09	1.1897e-06	5.4e-05	24	23	-0.46323	0.28	0.82501	1.0	1399	2	0.23872
RVBD1307:atpH	64	2.7463e-09	1.1897e-06	5.4e-05	25	35	-0.39907	0.7169	0.99279	1.0	2741	5	0.19986
RVBD2135c:RVBD2135c	8	4.1149e-09	1.1897e-06	5.4e-05	26	8	-0.50766	1.0	1.0	1.0	3984	0	0
RVBD0338c:RVBD0338c	202	7.7383e-09	1.1897e-06	5.4e-05	27	96	-0.39318	0.82808	0.99926	1.0	3136	22	0.22873
RVBD1383:carA	54	9.8739e-09	1.1897e-06	5.4e-05	28	28	-0.38061	0.99956	0.99999	1.0	3952	1	0.094855
RVBD1013:pks16	20	1.9336e-08	1.1897e-06	5.4e-05	29	18	-0.28035	1.0	1.0	1.0	3982	0	0
RVBD0006:gyrA	118	2.4634e-08	1.1897e-06	5.4e-05	30	50	-0.30082	0.8833	0.99966	1.0	3337	8	0.2162
RVBD0126:treS	24	3.1505e-08	1.1897e-06	5.4e-05	31	19	-0.4882	0.99775	0.99982	1.0	3926	0	0
RVBD3676:crp	4	3.2854e-08	1.1897e-06	5.4e-05	32	4	-1.3436	1.0	1.0	1.0	3983	0	0
RVBD1381:pyrC	58	4.8497e-08	1.1897e-06	5.4e-05	33	23	-0.45986	0.52884	0.96903	1.0	2130	6	0.15433
RVBD3794:embA	270	5.8001e-08	1.1897e-06	5.4e-05	34	113	-0.34178	0.72886	0.99757	1.0	2788	25	0.21137
RVBD0012:RVBD0012	7	1.4925e-07	1.1897e-06	5.4e-05	35	6	-0.28295	0.99126	0.99839	1.0	3864	0	0
RVBD1306:atpF	30	1.7887e-07	1.1897e-06	5.4e-05	36	19	-0.53958	0.81499	0.98339	1.0	3079	2	0.22804
