id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3794:embA	244	1.4482e-145	1.1883e-06	1.4e-05	1	208	-2.3616	0.56147	0.75189	1.0	2510	7	0.2274
RVBD3805c:aftB	193	1.8336e-106	1.1883e-06	1.4e-05	2	175	-1.3924	0.97146	0.99556	1.0	3580	5	0.22632
RVBD3645:RVBD3645	147	2.3936e-104	1.1883e-06	1.4e-05	3	136	-2.1971	0.7859	0.92773	1.0	2993	1	0.49661
RVBD3795:embB	250	8.384e-97	1.1883e-06	1.4e-05	4	188	-2.0075	0.99959	0.99997	1.0	3830	12	0.17928
RVBD1477:ripA	101	3.1943e-78	1.1883e-06	1.4e-05	5	93	-2.1452	1.0	1.0	1.0	3986	0	0
RVBD3245c:mtrB	137	1.3866e-70	1.1883e-06	1.4e-05	6	96	-3.0083	0.66586	0.85546	1.0	2726	13	0.17763
RVBD1697:RVBD1697	70	4.6664e-69	1.1883e-06	1.4e-05	7	63	-3.4463	0.99998	1.0	1.0	3882	1	0.18475
RVBD2174:mptA	147	2.8658e-65	1.1883e-06	1.4e-05	8	125	-1.6936	0.99297	0.99918	1.0	3702	2	0.28183
RVBD1459c:RVBD1459c	165	9.3803e-65	1.1883e-06	1.4e-05	9	144	-0.71178	0.99099	0.99887	1.0	3686	2	0.30316
RVBD3246c:mtrA	53	3.9838e-60	1.1883e-06	1.4e-05	10	53	-3.3678	1.0	1.0	1.0	3988	0	0
RVBD0015c:pknA	55	4.0408e-56	1.1883e-06	1.4e-05	11	54	-2.4288	0.99789	0.99948	1.0	3776	1	0.36514
RVBD3793:embC	242	2.8915e-55	1.1883e-06	1.4e-05	12	181	-0.86439	1.0	1.0	1.0	3929	12	0.18346
RVBD3035:RVBD3035	66	9.2235e-54	1.1883e-06	1.4e-05	13	64	-1.4682	1.0	1.0	1.0	3990	0	0
RVBD2673:aftC	133	2.0198e-49	1.1883e-06	1.4e-05	14	104	-1.5404	0.40123	0.59441	1.0	2151	7	0.20496
RVBD2925c:rnc	58	1.1411e-46	1.1883e-06	1.4e-05	15	52	-2.9883	0.99877	0.99974	1.0	3791	1	0.11932
RVBD1166:lpqW	92	4.4408e-41	1.1883e-06	1.4e-05	16	77	-0.93559	1.0	1.0	1.0	3944	1	0.19508
RVBD0236c:aftD	331	2.4799e-39	1.1883e-06	1.4e-05	17	208	-0.71019	0.085699	0.12826	0.486659	1086	33	0.17925
RVBD0206c:mmpL3	93	4.1455e-38	1.1883e-06	1.4e-05	18	80	-0.93051	0.99362	0.99926	1.0	3710	1	0.46823
RVBD2524c:fas	339	4.2087e-38	1.1883e-06	1.4e-05	19	219	-0.52842	0.74241	0.90064	1.0	2891	24	0.18666
RVBD0018c:pstP	114	3.3352e-35	1.1883e-06	1.4e-05	20	93	-0.67226	0.9996	0.99997	1.0	3832	3	0.1754
RVBD0384c:clpB	150	1.3713e-34	1.1883e-06	1.4e-05	21	121	-0.60325	0.9831	0.99776	1.0	3643	4	0.18557
RVBD2163c:pbpB	111	4.7405e-32	1.1883e-06	1.4e-05	22	84	-1.0343	0.9779	0.99667	1.0	3617	6	0.15215
RVBD1539:lspA	61	7.536e-30	1.1883e-06	1.4e-05	23	51	-1.1735	0.9993	0.9999	1.0	3811	1	0.15059
RVBD2051c:ppm1	216	8.608e-29	1.1883e-06	1.4e-05	24	144	-0.46279	0.78603	0.92773	1.0	2995	16	0.17559
RVBD0020c:fhaA	57	9.6191e-28	1.1883e-06	1.4e-05	25	51	-1.3199	0.99455	0.99882	1.0	3718	2	0.22285
RVBD2245:kasA	37	4.226e-27	1.1883e-06	1.4e-05	26	34	-1.3059	1.0	1.0	1.0	3909	0	0
RVBD3778c:RVBD3778c	40	4.42e-26	1.1883e-06	1.4e-05	27	38	-1.1555	1.0	1.0	1.0	3981	0	0
RVBD3410c:guaB3	78	4.9675e-26	1.1883e-06	1.4e-05	28	63	-1.0196	0.99999	1.0	1.0	3901	1	0.12739
RVBD1481:RVBD1481	112	1.1337e-25	1.1883e-06	1.4e-05	29	86	-1.0105	0.99992	1.0	1.0	3865	4	0.19722
RVBD3635:RVBD3635	208	6.6277e-25	1.1883e-06	1.4e-05	30	132	-0.63482	0.99966	0.99998	1.0	3837	10	0.19169
RVBD1822:pgsA2	83	6.6439e-25	1.1883e-06	1.4e-05	31	64	-0.73273	0.89177	0.9682	1.0	3283	4	0.23372
RVBD3779:RVBD3779	31	2.4291e-23	1.1883e-06	1.4e-05	32	31	-0.73839	1.0	1.0	1.0	3984	0	0
RVBD1747:RVBD1747	23	2.7446e-23	1.1883e-06	1.4e-05	33	23	-1.0584	1.0	1.0	1.0	3991	0	0
RVBD0357c:purA	89	3.8987e-23	1.1883e-06	1.4e-05	34	67	-0.75763	0.99674	0.99966	1.0	3744	3	0.15758
RVBD1410c:RVBD1410c	19	6.9715e-22	1.1883e-06	1.4e-05	35	17	-2.4537	0.99766	0.99905	1.0	3768	0	0
RVBD1254:RVBD1254	149	7.0944e-22	1.1883e-06	1.4e-05	36	103	-0.49777	0.99885	0.99988	1.0	3796	8	0.16969
RVBD3682:ponA2	15	2.1267e-21	1.1883e-06	1.4e-05	37	15	-1.8147	1.0	1.0	1.0	3975	0	0
RVBD0058:dnaB	103	2.4183e-21	1.1883e-06	1.4e-05	38	76	-0.69276	1.0	1.0	1.0	3910	2	0.18897
RVBD3006:lppZ	125	5.3532e-21	1.1883e-06	1.4e-05	39	91	-0.34768	0.99924	0.99994	1.0	3810	6	0.16989
RVBD1828:RVBD1828	34	9.1867e-21	1.1883e-06	1.4e-05	40	31	-1.1644	0.98885	0.99456	1.0	3667	1	0.18692
RVBD0338c:RVBD0338c	208	9.2303e-21	1.1883e-06	1.4e-05	41	128	-0.65275	0.40307	0.59478	1.0	2154	16	0.20989
RVBD1476:RVBD1476	51	1.1629e-20	1.1883e-06	1.4e-05	42	39	-1.6059	0.90183	0.96947	1.0	3310	2	0.21896
RVBD3043c:ctaD	80	2.0293e-20	1.1883e-06	1.4e-05	43	66	-0.77055	1.0	1.0	1.0	3935	1	0.11071
RVBD0226c:RVBD0226c	149	2.3823e-20	1.1883e-06	1.4e-05	44	100	-0.61772	0.48999	0.68938	1.0	2360	14	0.22593
RVBD1479:moxR1	96	1.3649e-19	1.1883e-06	1.4e-05	45	72	-0.45364	0.99946	0.99996	1.0	3821	3	0.21003
RVBD1614:lgt	97	3.6219e-19	1.1883e-06	1.4e-05	46	64	-0.57137	1.0	1.0	1.0	3957	1	0.12094
RVBD3255c:manA	87	7.7398e-19	1.1883e-06	1.4e-05	47	56	-0.98028	1.0	1.0	1.0	3916	2	0.14035
RVBD3044:fecB	12	6.6919e-18	1.1883e-06	1.4e-05	48	12	-2.2882	1.0	1.0	1.0	3989	0	0
RVBD2587c:secD	132	7.7712e-18	1.1883e-06	1.4e-05	49	90	-0.55264	0.53605	0.73633	1.0	2461	9	0.2578
RVBD0410c:pknG	19	1.1291e-17	1.1883e-06	1.4e-05	50	19	-1.4768	1.0	1.0	1.0	3987	0	0
RVBD0017c:rodA	13	1.5956e-17	1.1883e-06	1.4e-05	51	13	-2.1531	1.0	1.0	1.0	3980	0	0
RVBD3627c:RVBD3627c	81	2.1618e-17	1.1883e-06	1.4e-05	52	64	-0.3894	0.99746	0.99968	1.0	3759	3	0.1828
RVBD3791:dprE2	45	3.9764e-17	1.1883e-06	1.4e-05	53	34	-1.0097	0.96174	0.98854	1.0	3540	2	0.22841
RVBD1825:RVBD1825	8	4.2532e-17	1.1883e-06	1.4e-05	54	8	-1.5183	1.0	1.0	1.0	3982	0	0
RVBD0642c:mmaA4	8	6.0405e-17	1.1883e-06	1.4e-05	55	8	-2.325	1.0	1.0	1.0	3985	0	0
RVBD2224c:caeA	13	4.4466e-16	1.1883e-06	1.4e-05	56	12	-1.6308	0.99491	0.99849	1.0	3723	0	0
RVBD2093c:tatC	31	8.088e-16	1.1883e-06	1.4e-05	57	29	-1.1106	1.0	1.0	1.0	3923	0	0
RVBD1223:htrA	29	2.5237e-15	1.1883e-06	1.4e-05	58	27	-1.1247	1.0	1.0	1.0	3920	0	0
RVBD1411c:lprG	7	4.199e-15	1.1883e-06	1.4e-05	59	7	-3.9639	1.0	1.0	1.0	3983	0	0
RVBD3193c:RVBD3193c	26	4.7904e-15	1.1883e-06	1.4e-05	60	25	-0.93748	1.0	1.0	1.0	3943	0	0
RVBD3792:aftA	142	7.1885e-15	1.1883e-06	1.4e-05	61	81	-0.79352	0.90855	0.97789	1.0	3340	9	0.20455
RVBD1823:RVBD1823	6	9.8043e-15	1.1883e-06	1.4e-05	62	6	-1.1048	1.0	1.0	1.0	3977	0	0
RVBD2363:amiA2	13	1.9022e-14	1.1883e-06	1.4e-05	63	13	-1.1618	1.0	1.0	1.0	3979	0	0
RVBD2444c:rne	162	2.2557e-14	1.1883e-06	1.4e-05	64	97	-0.32827	0.99999	1.0	1.0	3891	4	0.23904
RVBD3267:RVBD3267	9	2.312e-14	1.1883e-06	1.4e-05	65	9	-1.9835	1.0	1.0	1.0	3978	0	0
RVBD0994:moeA1	9	3.7587e-14	1.1883e-06	1.4e-05	66	9	-3.1058	1.0	1.0	1.0	3971	0	0
RVBD2110c:prcB	35	4.4955e-14	1.1883e-06	1.4e-05	67	27	-0.74317	0.99999	1.0	1.0	3897	0	0
RVBD0667:rpoB	122	7.1973e-14	1.1883e-06	1.4e-05	68	77	-0.44957	0.98358	0.99778	1.0	3645	4	0.2762
RVBD2476c:gdh	41	1.0433e-13	1.1883e-06	1.4e-05	69	34	-0.46997	1.0	1.0	1.0	3974	0	0
RVBD2202c:adoK	101	1.3473e-13	1.1883e-06	1.4e-05	70	53	-0.87994	0.97952	0.99692	1.0	3628	10	0.15996
RVBD2455c:RVBD2455c	169	1.3517e-13	1.1883e-06	1.4e-05	71	97	-0.34159	0.74577	0.9021	1.0	2901	10	0.17374
RVBD3604c:RVBD3604c	66	1.6419e-13	1.1883e-06	1.4e-05	72	50	-0.42869	1.0	1.0	1.0	3919	1	0.13757
