id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD2524c:fas	600	1.2365e-114	2.2273e-05	0.00112	1	374	-0.52164	1.0	1.0	1.0	4042	32	0.32304
RVBD0384c:clpB	164	4.3744e-92	2.2273e-05	0.00112	2	137	-0.58497	1.0	1.0	1.0	4045	2	0.14112
RVBD3490:otsA	176	3.4751e-76	2.2273e-05	0.00112	3	142	-0.52117	1.0	1.0	1.0	4038	3	0.21289
RVBD2587c:secD	161	1.0354e-64	2.2273e-05	0.00112	4	124	-0.38711	1.0	1.0	1.0	4043	4	0.16068
RVBD2586c:secF	95	1.1567e-42	1.4067e-05	0.000974	5	80	-0.45146	1.0	1.0	1.0	4033	2	0.13832
RVBD1327c:glgE	167	1.8105e-39	2.2273e-05	0.00112	6	114	-0.41271	0.99999	0.99975	1.0	3991	10	0.1701
RVBD2182c:RVBD2182c	87	9.7679e-39	1.4067e-05	0.000974	7	73	-0.54956	1.0	1.0	1.0	4035	2	0.12745
RVBD1594:nadA	108	4.952e-35	2.2273e-05	0.00112	8	82	-0.47838	1.0	1.0	1.0	4048	0	0
RVBD0058:dnaB	126	8.0354e-35	2.2273e-05	0.00112	9	76	-0.67824	0.90316	0.41741	1.0	2869	15	0.19722
RVBD0018c:pstP	155	4.0033e-33	2.2273e-05	0.00112	10	100	-0.32522	1.0	0.99999	1.0	4016	3	0.23532
RVBD0647c:RVBD0647c	104	3.3831e-31	2.2273e-05	0.00112	11	77	-0.39844	1.0	1.0	1.0	4044	1	0.12516
RVBD3645:RVBD3645	171	3.0308e-30	2.2273e-05	0.00112	12	100	-0.37711	0.99998	0.9995	1.0	3983	12	0.19928
RVBD3597c:lsr2	16	2.9773e-28	1.1723e-06	0.000165	13	16	-0.7183	1.0	1.0	1.0	4047	0	0
RVBD1595:nadB	119	3.3588e-27	2.2273e-05	0.00112	14	77	-0.37288	1.0	1.0	1.0	4022	5	0.13565
RVBD1072:RVBD1072	14	2.4978e-26	1.1723e-06	0.000165	15	14	-1.0395	1.0	1.0	1.0	4031	0	0
RVBD1258c:RVBD1258c	11	4.9422e-23	1.1723e-06	0.000165	16	11	-1.3218	1.0	1.0	1.0	4046	0	0
RVBD1708:RVBD1708	105	1.3277e-22	2.2273e-05	0.00112	17	69	-0.34676	0.9992	0.98582	1.0	3899	5	0.18916
RVBD0440:groEL2	82	3.2424e-22	9.3782e-06	0.000861	18	53	-0.57159	0.99602	0.96237	1.0	3786	2	0.38256
RVBD2109c:prcA	38	6.9314e-21	1.1723e-06	0.000165	19	34	-0.40603	1.0	1.0	1.0	4034	0	0
RVBD2110c:prcB	70	1.8755e-20	7.0336e-06	0.000691	20	51	-0.33718	0.99999	0.99983	1.0	3989	2	0.1449
RVBD1181:pks4	39	1.907e-20	1.1723e-06	0.000165	21	35	-0.36525	0.99947	0.99627	1.0	3914	1	0.33794
RVBD1326c:glgB	203	2.1887e-20	2.2273e-05	0.00112	22	101	-0.39064	1.0	1.0	1.0	4029	14	0.23597
RVBD2219:RVBD2219	79	3.8633e-20	1.055e-05	0.000874	23	53	-0.44606	1.0	1.0	1.0	4039	1	0.12827
RVBD1640c:lysX	29	4.9455e-20	1.1723e-06	0.000165	24	26	-0.39867	1.0	1.0	1.0	4015	0	0
RVBD2703:sigA	36	1.3547e-19	1.1723e-06	0.000165	25	29	-0.75084	0.93138	0.83584	1.0	3023	2	0.17949
RVBD0511:hemD	139	8.2588e-18	2.2273e-05	0.00112	26	74	-0.37904	0.99999	0.99964	1.0	3988	8	0.2068
RVBD3032:RVBD3032	94	1.2277e-17	1.1723e-05	0.000934	27	59	-0.26296	0.99997	0.99917	1.0	3971	12	0.15857
RVBD1208:gpgS	82	1.2832e-17	9.3782e-06	0.000861	28	52	-0.29462	0.9853	0.87991	1.0	3569	7	0.21617
RVBD2220:glnA1	140	2.0537e-16	2.2273e-05	0.00112	29	74	-0.31588	1.0	1.0	1.0	4041	8	0.19214
RVBD3863:RVBD3863	81	2.6503e-16	8.2059e-06	0.000788	30	50	-0.60291	0.98681	0.89288	1.0	3598	4	0.14592
RVBD1423:whiA	67	3.2288e-16	4.6891e-06	0.000508	31	34	-0.47006	0.99797	0.98571	1.0	3846	8	0.14965
RVBD3710:leuA	154	6.7173e-16	2.2273e-05	0.00112	32	74	-0.30865	0.99977	0.99483	1.0	3939	18	0.17935
RVBD3030:RVBD3030	61	1.9675e-15	2.3445e-06	0.000319	33	40	-0.28884	0.99989	0.99881	1.0	3958	3	0.15461
RVBD3596c:clpC1	98	8.5447e-15	1.8756e-05	0.00112	34	55	-0.45803	1.0	0.99995	1.0	4001	7	0.20874
RVBD2996c:serA1	96	1.3977e-14	1.4067e-05	0.000974	35	53	-0.41302	0.94035	0.59388	1.0	3087	10	0.25241
RVBD2373c:dnaJ2	80	1.5437e-14	1.1723e-05	0.000934	36	46	-0.3307	0.99998	0.99968	1.0	3980	4	0.2452
RVBD3273:RVBD3273	22	1.7433e-14	1.1723e-06	0.000165	37	19	-0.42043	1.0	1.0	1.0	4040	0	0
RVBD1611:trpC	76	3.8045e-14	4.6891e-06	0.000508	38	46	-0.32517	0.99271	0.94834	1.0	3710	6	0.25589
RVBD2690c:RVBD2690c	20	7.0851e-14	1.1723e-06	0.000165	39	19	-0.4853	1.0	1.0	1.0	4025	0	0
RVBD0884c:serC	75	1.9284e-13	5.8613e-06	0.000589	40	45	-0.3672	0.99994	0.99912	1.0	3964	7	0.24057
RVBD3825c:pks2	56	2.121e-13	5.8613e-06	0.000589	41	35	-0.28422	0.99744	0.98589	1.0	3825	4	0.24083
RVBD1185c:fadD21	21	2.3453e-13	1.1723e-06	0.000165	42	19	-0.35991	1.0	1.0	1.0	4036	0	0
RVBD0805:RVBD0805	6	1.0971e-12	1.1723e-06	0.000165	43	6	-0.75388	1.0	1.0	1.0	4010	0	0
RVBD1283c:oppB	6	2.0056e-12	1.1723e-06	0.000165	44	6	-0.58344	1.0	1.0	1.0	4037	0	0
RVBD1280c:oppA	10	2.1036e-12	1.1723e-06	0.000165	45	9	-0.50998	1.0	1.0	1.0	4008	0	0
RVBD1182:papA3	12	2.6494e-12	1.1723e-06	0.000165	46	12	-0.4131	1.0	1.0	1.0	4024	0	0
