id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD3794:embA	270	4.7134e-169	1.1897e-06	3.8e-05	1	264	-2.0767	1.0	1.0	1.0	3979	1	0.20459
RVBD3795:embB	274	2.0773e-156	1.1897e-06	3.8e-05	2	266	-1.9281	1.0	1.0	1.0	3978	1	0.21565
RVBD3793:embC	280	3.4162e-129	1.1897e-06	3.8e-05	3	271	-1.3737	1.0	1.0	1.0	3985	2	0.3752
RVBD3792:aftA	157	3.3254e-68	1.1897e-06	3.8e-05	4	151	-0.95806	1.0	1.0	1.0	3983	0	0
RVBD2673:aftC	158	1.3768e-67	1.1897e-06	3.8e-05	5	150	-1.3537	1.0	1.0	1.0	3984	0	0
RVBD0236c:aftD	340	1.5501e-56	1.1897e-06	3.8e-05	6	252	-0.69988	0.99994	0.9722	1.0	3815	31	0.26166
RVBD2587c:secD	144	3.0652e-50	1.1897e-06	3.8e-05	7	131	-1.1307	1.0	1.0	1.0	3961	5	0.26777
RVBD0384c:clpB	152	1.0605e-48	1.1897e-06	3.8e-05	8	135	-0.77361	1.0	1.0	1.0	3982	3	0.17551
RVBD3805c:aftB	213	2.2545e-42	1.1897e-06	3.8e-05	9	167	-0.73775	1.0	1.0	1.0	3970	17	0.25154
RVBD0667:rpoB	124	1.5644e-40	1.1897e-06	3.8e-05	10	111	-0.82166	1.0	0.99737	1.0	3887	3	0.25941
RVBD2881c:cdsA	111	1.8645e-35	1.1897e-06	3.8e-05	11	97	-0.55476	0.98503	0.55404	1.0	3168	2	0.78042
RVBD3645:RVBD3645	129	2.9502e-34	1.1897e-06	3.8e-05	12	101	-1.223	1.0	1.0	1.0	3965	6	0.2976
RVBD0015c:pknA	56	2.061e-32	1.1897e-06	3.8e-05	13	50	-1.8333	1.0	1.0	1.0	3929	3	0.17617
RVBD0364:RVBD0364	65	3.8524e-31	1.1897e-06	3.8e-05	14	56	-1.3111	1.0	1.0	1.0	3973	1	0.30236
RVBD3791:dprE2	47	4.9476e-30	1.1897e-06	3.8e-05	15	45	-1.2397	1.0	1.0	1.0	3962	0	0
RVBD0014c:pknB	84	2.7987e-29	1.1897e-06	3.8e-05	16	65	-1.4804	1.0	0.99777	1.0	3878	11	0.23355
RVBD3790:dprE1	72	1.4811e-28	1.1897e-06	3.8e-05	17	65	-0.91214	1.0	0.99948	1.0	3889	3	0.64014
RVBD3278c:RVBD3278c	57	1.7234e-28	1.1897e-06	3.8e-05	18	56	-0.75108	1.0	1.0	1.0	3981	0	0
RVBD2586c:secF	78	3.7286e-28	1.1897e-06	3.8e-05	19	66	-1.148	1.0	1.0	1.0	3948	6	0.16757
RVBD0020c:fhaA	63	9.8976e-28	1.1897e-06	3.8e-05	20	58	-1.3752	1.0	1.0	1.0	3937	2	0.25117
RVBD1640c:lysX	29	2.9398e-27	1.1897e-06	3.8e-05	21	29	-1.4336	1.0	1.0	1.0	3980	0	0
RVBD3035:RVBD3035	69	1.1424e-26	1.1897e-06	3.8e-05	22	62	-0.93941	1.0	1.0	1.0	3972	1	0.10888
RVBD2182c:RVBD2182c	62	1.2027e-25	1.1897e-06	3.8e-05	23	59	-0.92175	1.0	1.0	1.0	3957	1	0.1312
RVBD1476:RVBD1476	57	1.3877e-24	1.1897e-06	3.8e-05	24	51	-1.3948	1.0	1.0	1.0	3969	0	0
RVBD2476c:gdh	41	4.4934e-24	1.1897e-06	3.8e-05	25	39	-0.89117	1.0	1.0	1.0	3974	0	0
