id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD1484:inhA	48	4.5927e-48	1.1807e-06	0.000155	1	36	-1.5358	1.0	0.99998	1.0	4010	0	0
RVBD2721c:RVBD2721c	23	7.2822e-32	1.1807e-06	0.000155	2	22	-0.45851	1.0	1.0	1.0	4018	0	0
RVBD1822:pgsA2	109	1.0729e-29	1.1807e-06	0.000155	3	62	-0.29855	1.0	1.0	1.0	4011	3	0.23282
RVBD1483:fabG1	23	3.5994e-27	1.1807e-06	0.000155	4	16	-1.8468	0.43778	0.4582	0.889191	2002	4	0.30169
RVBD0896:gltA2	136	3.7994e-24	1.1807e-06	0.000155	5	74	-0.3454	1.0	1.0	1.0	4013	6	0.18041
RVBD1072:RVBD1072	14	1.1374e-20	1.1807e-06	0.000155	6	13	-0.46404	0.99999	0.99996	1.0	4003	0	0
RVBD1825:RVBD1825	8	4.1533e-17	1.1807e-06	0.000155	7	7	-0.42551	0.99973	0.99932	1.0	3996	0	0
RVBD2711:ideR	56	2.1267e-15	1.1807e-06	0.000155	8	33	-0.22046	0.47762	0.43156	0.873619	2089	5	0.1767
RVBD0563:htpX	10	3.4987e-15	1.1807e-06	0.000155	9	10	-0.36761	1.0	1.0	1.0	4017	0	0
RVBD1302:rfe	207	1.0694e-14	1.1807e-06	0.000155	10	79	-0.30898	0.99943	0.99884	1.0	3982	23	0.21557
RVBD3645:RVBD3645	164	3.4122e-14	1.1807e-06	0.000155	11	67	-0.28977	0.89503	0.87707	1.0	3351	11	0.253
RVBD1823:RVBD1823	6	1.0896e-13	1.1807e-06	0.000155	12	6	-0.28751	1.0	1.0	1.0	4016	0	0
RVBD0249c:RVBD0249c	16	3.2037e-13	1.1807e-06	0.000155	13	13	-0.35142	0.99873	0.9935	1.0	3971	0	0
RVBD3909:RVBD3909	185	1.5302e-12	1.1807e-06	0.000155	14	69	-0.34018	0.88455	0.86596	1.0	3308	23	0.18154
RVBD3586:RVBD3586	4	2.6359e-12	1.1807e-06	0.000155	15	4	-0.43169	1.0	1.0	1.0	4015	0	0
RVBD0982:mprB	138	1.1361e-11	1.1807e-06	0.000155	16	52	-0.28697	0.50638	0.41084	0.861354	2177	14	0.28616
RVBD0006:gyrA	152	3.4541e-11	1.1807e-06	0.000155	17	52	-0.4054	0.015833	0.0020036	0.033337	336	33	0.23437
RVBD1479:moxR1	146	4.2575e-11	1.1807e-06	0.000155	18	55	-0.44997	0.010199	0.00096932	0.017984	294	38	0.22906
RVBD3423c:alr	87	6.4143e-11	1.1807e-06	0.000155	19	39	-0.35741	0.99592	0.99382	1.0	3934	8	0.21298
RVBD2156c:murX	101	2.748e-10	1.1807e-06	0.000155	20	38	-0.64964	0.24743	0.16129	0.625112	1358	18	0.20913
RVBD3648c:cspA	11	4.1226e-10	1.1807e-06	0.000155	21	11	-0.36042	1.0	1.0	1.0	4014	0	0
RVBD1449c:tkt	165	4.4455e-10	1.1807e-06	0.000155	22	57	-0.28572	0.70015	0.64831	0.978948	2698	20	0.24557
RVBD3793:embC	406	1.3827e-09	1.1807e-06	0.000155	23	112	-0.33588	0.99762	0.99612	1.0	3950	76	0.21767
RVBD0012:RVBD0012	7	2.882e-09	1.1807e-06	0.000155	24	7	-0.29268	1.0	1.0	1.0	4008	0	0
RVBD1925:fadD31	10	4.3169e-09	1.1807e-06	0.000155	25	9	-0.19713	0.99994	0.99982	1.0	4001	0	0
RVBD0014c:pknB	123	4.8934e-09	1.1807e-06	0.000155	26	42	-0.34701	0.89031	0.87288	1.0	3327	19	0.22762
RVBD1166:lpqW	150	6.4393e-09	2.3613e-06	0.0003	27	52	-0.49935	0.31739	0.2378	0.728884	1613	17	0.22562
RVBD2220:glnA1	127	1.0687e-08	3.542e-06	0.000413	28	47	-0.4401	0.80339	0.76069	1.0	3010	23	0.1879
RVBD3779:RVBD3779	31	1.2685e-08	1.1807e-06	0.000155	29	17	-0.24104	1.0	0.99994	1.0	4007	0	0
RVBD3246c:mtrA	57	1.3229e-08	1.1807e-06	0.000155	30	21	-0.32954	0.053899	0.024722	0.229653	556	11	0.30209
RVBD2201:asnB	173	1.3368e-08	3.542e-06	0.000413	31	56	-0.34451	0.17038	0.070078	0.417975	1077	24	0.23955
RVBD0247c:RVBD0247c	8	1.4392e-08	1.1807e-06	0.000155	32	6	-0.37445	0.98589	0.96111	1.0	3845	0	0
RVBD1824:RVBD1824	5	3.7645e-08	1.1807e-06	0.000155	33	5	-0.30713	1.0	1.0	1.0	4012	0	0
RVBD2582:ppiB	67	1.5782e-07	5.9033e-06	0.000651	34	29	-0.22273	0.87261	0.85846	1.0	3251	9	0.20037
RVBD0248c:RVBD0248c	6	1.677e-07	1.1807e-06	0.000155	35	5	-0.37193	0.99804	0.99594	1.0	3957	0	0
RVBD3616c:espA	13	1.8357e-07	1.1807e-06	0.000155	36	8	-0.29024	1.0	1.0	1.0	4009	0	0
RVBD0429c:def	67	2.2409e-07	1.2987e-05	0.001297	37	26	-0.22053	0.92998	0.92246	1.0	3501	7	0.22427
RVBD3910:RVBD3910	390	2.742e-07	3.1878e-05	0.003038	38	103	-0.3031	0.99417	0.99059	1.0	3918	49	0.20875
RVBD2925c:rnc	68	3.0151e-07	1.2987e-05	0.001297	39	27	-0.32378	0.51302	0.46063	0.891704	2201	13	0.22226
RVBD3631:RVBD3631	5	5.3181e-07	3.542e-06	0.000413	40	4	-0.28367	0.99919	0.99848	1.0	3978	0	0
RVBD2169c:RVBD2169c	9	5.7509e-07	5.9033e-06	0.000651	41	8	-0.30597	0.99982	0.99948	1.0	3999	0	0
RVBD3596c:clpC1	60	7.4856e-07	2.2432e-05	0.002187	42	25	-0.3177	0.99955	0.99908	1.0	3987	5	0.13846
RVBD0265c:RVBD0265c	10	2.6972e-06	1.0626e-05	0.001142	43	5	-0.21786	0.85975	0.77693	1.0	3206	1	0.18745
RVBD3410c:guaB3	83	2.9916e-06	0.00012161	0.009621	44	30	-0.30181	0.67123	0.61032	0.968448	2622	18	0.22077
RVBD2981c:ddlA	112	3.3131e-06	0.000183	0.013462	45	35	-0.46234	0.68236	0.60787	0.968392	2651	20	0.17634
RVBD2146c:RVBD2146c	9	5.3101e-06	4.6046e-05	0.00429	46	7	-0.22592	0.99879	0.9969	1.0	3973	0	0
RVBD1480:RVBD1480	52	5.5836e-06	0.00012161	0.009621	47	21	-0.35609	0.2855	0.25271	0.740853	1507	10	0.22413
RVBD0903c:prrA	39	6.1227e-06	0.00011689	0.00961	48	18	-0.3317	0.99783	0.99539	1.0	3952	3	0.2042
RVBD0928:pstS3	9	6.7345e-06	6.0214e-05	0.005372	49	6	-0.24395	0.99963	0.99894	1.0	3991	0	0
RVBD2563:RVBD2563	13	7.3029e-06	7.6743e-05	0.006704	50	7	-0.34269	0.71963	0.69531	1.0	2753	2	0.22983
RVBD0482:murB	38	8.2421e-06	0.00015939	0.011934	51	17	-0.4316	0.62637	0.63187	0.975997	2506	6	0.20678
RVBD1423:whiA	58	9.2321e-06	0.00021842	0.015264	52	21	-0.22849	0.90271	0.89466	1.0	3383	6	0.18426
RVBD0431:RVBD0431	3	1.0758e-05	1.2987e-05	0.001297	53	3	-1.0496	0.99999	0.99999	1.0	4002	0	0
RVBD1592c:RVBD1592c	12	1.2017e-05	0.00012633	0.009809	54	9	-0.23368	0.73017	0.68675	0.997759	2781	2	0.2183
RVBD2926c:RVBD2926c	7	1.4396e-05	6.0214e-05	0.005372	55	6	-0.34136	0.97683	0.9434	1.0	3767	0	0
RVBD3549c:RVBD3549c	8	2.0091e-05	0.00010508	0.008992	56	6	-0.18006	0.99463	0.98815	1.0	3922	0	0
RVBD0736:rslA	8	2.2371e-05	0.00011689	0.00961	57	6	-0.32165	0.93099	0.84436	1.0	3505	0	0
RVBD1401:RVBD1401	9	2.8449e-05	0.0002137	0.015264	58	6	-0.4129	0.99958	0.99883	1.0	3989	0	0
RVBD3809c:glf	35	2.9114e-05	0.00044747	0.028428	59	14	-0.55435	0.17975	0.15832	0.618088	1113	7	0.28764
RVBD0357c:purA	123	2.984e-05	0.0010189	0.057733	60	36	-0.37426	0.63013	0.5542	0.939316	2512	22	0.20534
RVBD1213:glgC	8	3.1413e-05	0.00015467	0.011791	61	5	-0.19377	0.98003	0.9472	1.0	3796	0	0
RVBD0430:RVBD0430	9	3.5115e-05	0.00024203	0.016369	62	5	-0.48804	0.9496	0.87102	1.0	3593	0	0
RVBD1098c:fum	113	4.0311e-05	0.0012574	0.066738	63	34	-0.25996	0.76489	0.72518	1.0	2894	19	0.1927
RVBD1828:RVBD1828	41	4.633e-05	0.00068596	0.040223	64	16	-0.34068	0.74539	0.75115	1.0	2819	5	0.28076
RVBD0412c:RVBD0412c	9	4.8423e-05	0.0003294	0.021249	65	6	-0.26223	0.78501	0.70911	1.0	2952	1	0.2317
RVBD3240c:secA1	90	4.9596e-05	0.0013825	0.072463	66	30	-0.39257	0.58494	0.52503	0.925802	2396	8	0.25513
RVBD2145c:wag31	62	5.6227e-05	0.0011842	0.063658	67	23	-0.30711	0.99962	0.99914	1.0	3990	4	0.23297
RVBD2096c:pafB	6	5.9211e-05	0.00022551	0.015501	68	5	-0.17655	0.97861	0.96062	1.0	3784	0	0
RVBD0543c:RVBD0543c	31	6.6704e-05	0.00091737	0.052692	69	11	-0.5987	0.11971	0.11048	0.518191	897	6	0.27924
RVBD0295c:RVBD0295c	8	6.8476e-05	0.00027745	0.018466	70	5	-0.20582	0.99956	0.99885	1.0	3988	0	0
RVBD2722:RVBD2722	4	7.5957e-05	0.00021606	0.015264	71	3	-0.35869	0.99844	0.99768	1.0	3965	0	0
RVBD3585:radA	7	8.0605e-05	0.0003294	0.021249	72	4	-0.22868	0.91291	0.82639	1.0	3430	0	0
RVBD0764c:cyp51	21	8.299e-05	0.00065054	0.039532	73	8	-0.20371	0.47872	0.49738	0.918843	2093	6	0.15993
RVBD3825c:pks2	55	8.3261e-05	0.0016706	0.082411	74	21	-0.1953	0.96225	0.95635	1.0	3666	7	0.24002
RVBD0902c:prrB	109	8.436e-05	0.0022846	0.106436	75	33	-0.258	0.54993	0.44192	0.87986	2290	20	0.17916
RVBD0483:lprQ	13	8.6926e-05	0.00068124	0.040223	76	7	-0.1765	0.99809	0.99131	1.0	3958	0	0
RVBD1490:RVBD1490	26	0.00010863	0.0011252	0.062904	77	10	-0.21039	0.95826	0.9437	1.0	3642	2	0.18739
RVBD1695:ppnK	61	0.0001178	0.0023578	0.108639	78	20	-0.39014	0.81494	0.80139	1.0	3041	12	0.18373
RVBD0460:RVBD0460	7	0.00013155	0.00053248	0.032833	79	5	-0.17953	0.99069	0.98168	1.0	3884	0	0
RVBD1283c:oppB	6	0.00013557	0.00051831	0.032437	80	5	-0.12397	0.99893	0.99778	1.0	3975	0	0
RVBD3436c:glmS	116	0.00014668	0.003673	0.148086	81	35	-0.4073	0.98147	0.97493	1.0	3809	16	0.18293
RVBD2362c:recO	28	0.00016388	0.0016352	0.081624	82	12	-0.20308	0.8096	0.80372	1.0	3032	5	0.19182
RVBD2746c:pgsA3	70	0.00016547	0.0031205	0.135027	83	22	-0.21138	0.94701	0.93932	1.0	3579	4	0.14036
RVBD0566c:RVBD0566c	4	0.00017335	0.00069068	0.040223	84	4	-0.13653	0.99983	0.99973	1.0	4000	0	0
RVBD0244c:fadE5	16	0.00018423	0.0015266	0.07712	85	9	-0.21332	0.99897	0.99412	1.0	3976	0	0
RVBD0929:pstC2	10	0.00022275	0.0011629	0.063456	86	7	-0.17176	0.99836	0.99561	1.0	3964	0	0
RVBD3419c:gcp	10	0.00022423	0.0011653	0.063456	87	6	-0.31552	0.98412	0.95706	1.0	3828	0	0
RVBD2610c:pimA	108	0.00023396	0.0052929	0.192983	88	28	-0.44828	0.24159	0.15947	0.620834	1334	24	0.20688
RVBD2361c:RVBD2361c	43	0.00024596	0.0032551	0.137864	89	17	-0.27437	1.0	0.99986	1.0	4005	1	0.28274
RVBD0593:lprL	12	0.00028915	0.0017367	0.084676	90	7	-0.26253	0.04239	0.044033	0.320914	492	2	0.33682
RVBD1315:murA	111	0.00029234	0.0064523	0.214718	91	33	-0.19623	0.97995	0.97342	1.0	3795	17	0.23308
RVBD1704c:cycA	18	0.00029383	0.0025278	0.115207	92	9	-0.19209	0.98004	0.95204	1.0	3797	1	0.34051
RVBD0465c:RVBD0465c	12	0.00035429	0.0020933	0.098621	93	4	-0.23019	0.57085	0.55769	0.941186	2359	1	0.12675
RVBD0310c:RVBD0310c	6	0.00036602	0.0014817	0.075767	94	4	-0.18254	0.99849	0.99666	1.0	3966	0	0
RVBD1837c:glcB	230	0.00037884	0.0075928	0.234986	95	57	-0.23734	0.96748	0.95885	1.0	3697	26	0.19417
RVBD0350:dnaK	88	0.00040619	0.0074086	0.234986	96	23	-0.34537	0.96118	0.95531	1.0	3659	15	0.22683
RVBD1244:lpqZ	7	0.0004193	0.0018383	0.088597	97	5	-0.17614	0.99364	0.98742	1.0	3916	0	0
RVBD2670c:RVBD2670c	6	0.00045675	0.0019186	0.091415	98	3	-0.22484	0.94239	0.88354	1.0	3547	0	0
RVBD3221A:rshA	14	0.00046193	0.0027946	0.125998	99	7	-0.35506	1.0	0.99998	1.0	4006	0	0
RVBD0806c:cpsY	29	0.00046381	0.0042279	0.16264	100	9	-0.29464	1.0	0.9999	1.0	4004	0	0
RVBD0573c:pncB2	13	0.00049482	0.0029127	0.128557	101	2	-0.50492	0.28202	0.30387	0.784764	1500	4	0.1705
RVBD1338:murI	63	0.00057751	0.0076023	0.234986	102	20	-0.29851	0.28165	0.2243	0.715723	1499	12	0.25261
RVBD2152c:murC	116	0.00058292	0.011114	0.283584	103	23	-0.38706	0.70951	0.65488	0.984898	2720	22	0.23594
RVBD3422c:RVBD3422c	33	0.00058359	0.0052716	0.192983	104	11	-0.30611	0.37547	0.38117	0.839875	1789	5	0.22031
RVBD1159:pimE	13	0.0005925	0.0033117	0.138662	105	7	-0.28381	0.6329	0.62144	0.973639	2525	1	0.46377
RVBD3441c:mrsA	56	0.0005927	0.0078785	0.237659	106	18	-0.20614	0.30983	0.26696	0.753824	1585	11	0.27187
