id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD1484:inhA	48	1.3795e-70	1.1807e-06	4.2e-05	1	41	-2.1635	0.93182	0.99726	1.0	3386	3	0.20107
RVBD2984:ppk1	215	3.6562e-44	1.1807e-06	4.2e-05	2	130	-0.66704	0.99919	1.0	1.0	3949	14	0.15665
RVBD3246c:mtrA	57	2.8934e-24	1.1807e-06	4.2e-05	3	41	-0.51744	0.96177	0.99927	1.0	3556	3	0.24677
RVBD2428:ahpC	12	8.6123e-24	1.1807e-06	4.2e-05	4	11	-0.90309	0.99999	1.0	1.0	4003	0	0
RVBD1483:fabG1	23	1.3659e-23	1.1807e-06	4.2e-05	5	17	-1.8966	0.28355	0.66835	1.0	1202	3	0.24191
RVBD0896:gltA2	136	4.6616e-23	1.1807e-06	4.2e-05	6	94	-0.50069	1.0	1.0	1.0	4017	0	0
RVBD3849:espR	5	2.3791e-18	1.1807e-06	4.2e-05	7	5	-2.1747	1.0	1.0	1.0	4018	0	0
RVBD3410c:guaB3	83	9.3398e-18	1.1807e-06	4.2e-05	8	49	-0.46623	0.42997	0.92595	1.0	1616	8	0.21751
RVBD3793:embC	406	4.1195e-17	1.1807e-06	4.2e-05	9	186	-0.40812	0.69435	0.98982	1.0	2356	47	0.22592
RVBD1308:atpA	74	8.3964e-15	1.1807e-06	4.2e-05	10	46	-0.56359	0.98447	0.9999	1.0	3743	3	0.14501
RVBD1380:pyrB	100	1.1004e-14	1.1807e-06	4.2e-05	11	47	-0.61875	0.50153	0.96109	1.0	1811	13	0.18194
RVBD1302:rfe	207	1.2764e-14	1.1807e-06	4.2e-05	12	99	-0.50643	0.68934	0.98934	1.0	2339	17	0.24591
RVBD1822:pgsA2	109	9.7219e-14	1.1807e-06	4.2e-05	13	68	-0.30423	0.92786	0.99956	1.0	3357	8	0.18946
RVBD0006:gyrA	152	1.8213e-13	1.1807e-06	4.2e-05	14	77	-0.44438	0.81675	0.99657	1.0	2819	12	0.17097
RVBD3150:nuoF	22	2.2324e-13	1.1807e-06	4.2e-05	15	20	-0.32545	1.0	1.0	1.0	4009	0	0
RVBD2196:qcrB	151	6.8807e-13	1.1807e-06	4.2e-05	16	87	-0.50799	0.0045924	0.12866	1.0	171	11	0.21287
RVBD1307:atpH	92	9.2954e-13	1.1807e-06	4.2e-05	17	51	-0.59848	0.62302	0.98086	1.0	2158	9	0.20952
RVBD1310:atpD	78	1.2487e-12	1.1807e-06	4.2e-05	18	50	-0.5435	0.96313	0.99968	1.0	3572	5	0.20082
RVBD3596c:clpC1	60	1.7356e-12	1.1807e-06	4.2e-05	19	39	-0.54977	0.97612	0.99964	1.0	3667	3	0.1799
RVBD2156c:murX	101	2.6008e-12	1.1807e-06	4.2e-05	20	56	-0.70976	0.4544	0.95015	1.0	1679	11	0.18789
RVBD2925c:rnc	68	2.7707e-12	1.1807e-06	4.2e-05	21	36	-0.48491	0.72588	0.98397	1.0	2468	9	0.1992
RVBD0338c:RVBD0338c	291	5.0768e-12	1.1807e-06	4.2e-05	22	141	-0.41485	0.16657	0.74443	1.0	858	29	0.2398
RVBD3146:nuoB	9	7.6663e-12	1.1807e-06	4.2e-05	23	9	-0.37515	1.0	1.0	1.0	4016	0	0
RVBD2093c:tatC	100	8.0984e-12	1.1807e-06	4.2e-05	24	62	-0.59581	0.99998	1.0	1.0	3996	1	0.29855
RVBD1479:moxR1	146	8.4979e-12	1.1807e-06	4.2e-05	25	63	-0.66851	0.0042713	0.12518	1.0	165	30	0.24193
RVBD0668:rpoC	127	2.5559e-11	1.1807e-06	4.2e-05	26	61	-0.6198	0.062258	0.52562	1.0	502	26	0.18765
RVBD1309:atpG	44	2.7258e-11	1.1807e-06	4.2e-05	27	30	-0.62369	0.18811	0.65942	1.0	932	3	0.20076
RVBD3583c:RVBD3583c	12	3.7814e-11	1.1807e-06	4.2e-05	28	8	-0.78911	0.70113	0.85651	1.0	2380	1	0.43517
RVBD0357c:purA	123	3.8818e-11	1.1807e-06	4.2e-05	29	64	-0.42259	0.99942	1.0	1.0	3962	6	0.15782
